ID,問題,難易度,解答,別答,意味
A0901,唯唯【餔歠】するのみ,◆２,ほせつ,,"┌飲食。≒餔啜〈字通〉
┌飯を食べたりすすったりする。飲食すること。≒餔啜〈新漢和大字典〉
┌≒餔啜
├1.食べ物を食べたり、すすったりする。
└2.無駄に食禄をむさぼる。〈漢辞海〉"
A0902,宮室を卑しくして、力を【溝洫】に尽くす,◆２,こうきょく,,"┌1.田畑にあるみぞ。
└2.灌漑(ｶﾝｶﾞｲ:農作物に水をやること)。〈漢字源〉
┌田畑の間のみぞ。溝淢(ｺｳｷｮｸ)。〈新大字典〉
◇漢字ペディア下付き
●H11-2㈠
●H22-3㈠"
A0903,駿馬を【豢擾】する主,◆２,かんじょう,,"┌家畜を飼いならす。〈漢辞海〉
┌やしないならす。豢養馴擾。〈字源〉┌飼いならす。〈字通〉
┌獣などを養ってならす。〈新漢和大字典〉
◇漢字ペディア小見出し"
A0904,民をして【盻盻】然たらしむ,◆２,けいけい,,"┌勤め苦しんでやまないさま。〈漢字源〉
┌勤め苦みて休息せざるさま。〈字源〉
●H26-2㈠
●H29-3㈠「盻盻然」"
A0905,不尽の長江は【滾滾】として来たる,◆２,こんこん,,"┌1.水がぼこぼこと、ころがるように流れるさま。
└2.めぐり移って行くさま。
┌水の盛んに流れるさま。〈字源〉"
A0906,婦人の【髻鬟】の風、巴里より流行す,◆２,けいかん,,"┌まるく結ったまげ。〈新漢和大字典〉
┌頭髪のまげ。わげ。かつら。〈日本国語大辞典〉
●H27-2㈠"
A0907,天下【乂安】、万里を行くも兵刃を持たず,◆２,がいあん,,"┌政治がうまくいって、世の中が安らかなこと。〈漢字源〉
┌世の中が治まって安らかなこと。≒艾安〈漢字ペディア〉
◇漢字ペディア大見出し
●H12-1㈠
●H18-3㈠
●H20-2㈠"
A0908,飛鳥も故郷を過ぐるや、猶【躑躅】徘徊す,◆２,てきちょく,,"┌1.いっては止まり、いっては止まりして進まない。
├2.二、三歩いっては止まる。また、けんけん遊び。
└3.とんとん足踏みする。〈新漢和大字典〉
┌1.足踏みすること。ためらうこと。≒躊躇
└2.ツツジの漢名。〈漢字ペディア〉
★「躑躅」で「つつじ」とも読む。
◇漢字ペディア大見出し
●H13-2㈠"
A0909,【奸黠】の悪人が見事に描かれている,◆２,かんかつ,,"┌悪賢いこと。また、そのさま。狡猾。≒姦黠〈大辞泉〉
┌わるがしこいこと。ずるがしこいこと。また、そのさまや、そのような人。狡猾。≒姦黠〈日本国語大辞典〉
◇漢字ペディア下付き
●H16-1㈠
●H17-3㈠"
A0910,【貂裘】を以て酒に換える,◆２,ちょうきゅう,,"┌テンの毛皮で作った高貴な人の着る衣服。〈漢字ペディア〉
┌テンの毛皮でつくった衣服。身分の高い人が用いる。〈新漢和大字典〉
◇漢字ペディア大見出し
●H7-1㈠
●H14-2㈠
●H17-1㈠"
A0911,【老耋】と侮って痛棒を喰らった,◆２,ろうてつ,,"┌老いぼれ。≒老耄〈字通〉
┌おいぼれること。また、その人。〈新大字典〉
●H24-1㈠"
A0912,【簪珥】を脱して叩首する,◆２,しんじ,,"┌冠をとめるかんざしと、耳につける飾り玉。〈新漢和大字典〉
┌貴人。〈字通〉
●H27-3㈠"
A0913,舞や【婆娑】として、歌堂に満つ,◆２,ばさ,,"┌1.舞人の衣の袖の翻るさま。
├2.影などの乱れ動くさま。
└3.ものに風や雨などが当たってがさがさと音を立てるさま。〈大辞林〉
┌1.舞う人の衣服の袖が美しくひるがえるさま。また、舞いめぐるさま。
├2.さまよいめぐるさま。徘徊するさま。
├3.影などが乱れ動くさま。
├4.物の散り乱れるさま。
├5.竹の葉などに雨や風があたってがさがさと音がするさま。
└6.琴などの曲調に変化が多いさま。
◇漢字ペディア下付き"
A0914,【便嬖】の臣を遠ざける,◆２,べんぺい,べんへい,"┌1.こびへつらって人の機嫌をとること。
└2.主君などに寵愛されること。〈大辞泉〉
┌1.君主におもねり、寵愛を得た臣下。
└2.よこしまな臣下。〈漢辞海〉
◇漢字ペディア下付き
●H30-1㈠"
A0915,眼前に【崔嵬】たる岩山が逼る,◆２,さいかい,,"┌1.岩石がごろごろしているうず高い山。
├2.山がでこぼこしていて険しいさま。
├3.建物がすらっとそびえたつさま。
└4.心が平らかでないさま。〈漢字源〉
┌1.山に石があるさま。石山。
├2.高大でけわしいさま。
└3.心中の穏やかでないさま。〈新大字典〉
┌1.山で、岩や石がごろごろしていて険しいさま。
└2.堂や塔などが高くそびえているさま。〈大辞泉〉
◇漢字ペディア小見出し
●H20-2㈠"
A0916,【闃寂】とした夜の巷を歩む,◆２,げきせき,,"┌ひっそりと静かでさびしいさま。≒静寂〈漢字ペディア〉
┌ひっそりと静まり、さびしいさま。〈大辞泉〉
┌物寂しく静まり返っていること。〈漢字源〉
◇漢字ペディア大見出し
●H23-2㈠"
A0917,この四方を【朶頤】せんと欲する,◆２,だい,,"┌1.あごを動かして食べること。食欲の盛んなこと。また、うらやみ欲しがること。
└2.強い国が弱い国を征服しようとすること。〈大辞泉〉
┌あごを動かして食べようとするさま。〈新漢和大字典〉
┌ものを食べようとする。欲する。〈字通〉
┌1.あごを下げ動かして、物を食べようとするさま。
└2.物欲しげなさま。〈漢字ペディア〉
◇漢字ペディア大見出し"
A0918,北辺の【鎖鑰】に勁兵を集める,◆２,さやく,,"┌1.錠と鍵。また、戸締まり。
└2.外敵の侵入を防ぐ重要な場所。要所。〈大辞泉〉
┌1.錠。門戸やふたなどが容易に開かないようにするための器具。錠と、かぎ。
├2.軍事的重要地点や、出入りの要所。
├3.非常に重要な要素。事柄のかぎ。
└4.防御することのたとえ。〈漢辞海〉
◇漢字ペディア下付き
●H20-2㈠
●H22-1㈠
●R1-1㈠"
A0919,【貽厥】に違い三代を経ずして断滅した,◆２,いけつ,,"┌1.留める。伝える。
├2.天子の位を伝える。
└3.子孫。「貽厥子孫」→「その子孫に貽(ﾉｺ)す」の後半を省略してできた語。〈漢辞海〉
┌子孫。≒詒厥〈新漢和大字典〉
┌孫。または子孫に残すはかりごと。〈日本国語大辞典〉
┌子孫。｢詒(＝貽)厥孫謀｣→｢その孫謀を詒(＝貽:ﾉｺ)す」から。≒詒厥〈漢字源〉
◇漢字ペディア小見出し
●H30-3㈠"
A0920,【題簽】を自筆で書いてある,◆２,だいせん,,"┌和漢書などで、題名を書いて表紙にはる細長い紙や布。また、その題字や題名。〈漢字ペディア〉
┌和漢の書籍の表紙に題名などを記してはる細長い紙片または布片。外題紙(ｹﾞﾀﾞｲｶﾞﾐ)。貼り外題。〈大辞泉〉
◇漢字ペディア大見出し
●H27-3㈠"
A0921,【卜筮】して然る後に大事を決す,◆２,ぼくぜい,,"┌うらない。また、筮竹(ｾﾞｲﾁｸ:めどぎ)でうらなう。〈漢字源〉
┌うらない。〈漢字ペディア〉
◇漢字ペディア大見出し"
A0922,母親謹製の【摶飯】を携える,◆２,たんぱん,,"┌飯を手でまるめる。また、握り飯。〈新漢和大字典〉
┌1.飯を手でまるめる。
└2.握り飯。〈漢辞海〉
◇漢字ペディア小見出し"
A0923,恣の奸臣を【貶黜】す,◆２,へんちゅつ,,"┌官位を下げてしりぞける。〈新漢和大字典〉
┌官位を下げて、しりぞけること。貶斥(ﾍﾝｾｷ)。へんちつ。〈大辞泉〉
┌官職を取りあげ、官界から追い出す。≒貶斥〈漢辞海〉"
A0924,【馬鬣】斜めに傾きて毛は瑟縮す,◆２,ばりょう,,"┌1.馬のたてがみ。
└2.｢馬鬣封｣の略。墳墓の形の名。馬のたてがみのあたりの肉の薄い部分の形に似た、土のもりかたをした墓。〈漢字源〉
┌馬の鬣(ﾀﾃｶﾞﾐ)の如く薄く長い形に土を高く盛った墳墓。〈字源〉
┌馬のたてがみ。〈日本国語大辞典〉
●H27-2㈠"
A0925,【詒謀】を循守して家名を挙げた,◆２,いぼう,,"┌謀を子孫に残す。〈字通〉
┌子孫のためによいはかりごとをのこす。〈新漢和大字典〉
★｢詒｣には二通りの音読みがある。
├『詒:ｲ･･･おくる。つたえる。のこす。≒貽』
├『詒:ﾀｲ…いつわる。あざむく。≒紿』
└熟語は｢ｲ｣読みが多い。｢詒厥(ｲｹﾂ)｣･｢詒託(ｲﾀｸ)｣
●H28-3㈠"
A0926,予予その【佼黠】が知れ渡っていた,◆２,こうかつ,,"┌ずるがしこい。わるがしこい。〈字通〉
┌悪賢い。≒狡黠、狡猾〈新漢和大字典〉
◇漢字ペディア小見出し
●H22-1㈠"
A0927,車馬【麕至】して熱鬧を極めた,◆２,くんし,きんし,"┌むらがってやって来ること。むらがり集まること。〈漢字ペディア〉
┌群れるようにくる。〈字通〉
◇漢字ペディア大見出し
●H27-3㈠"
A0928,州に孟瀆有り、久しく【淤閼】す,◆２,おあつ,,"┌泥が詰まって水が流れなくなる。〈漢辞海〉
┌泥ふさがりたまる。≒淤塞〈字源〉
┌泥でふさがる。〈字通〉
┌泥がたまって水流がふさがり通じない。〈新大字典〉"
A0929,王、【輟食】吐哺して之を罵る,◆２,てっしょく,,"┌食事を中断する。悲しむさま、憤るさまをいう。食(ｼｮｸ)を輟(ﾔ)む。〈漢辞海〉
┌食物をくいさしにする。〈字源〉
┌食物を食いさしにすること。〈新大字典〉
◇漢字ペディア小見出し"
A0930,冕旒其の頭を束し【黼黻】其の身を拘す,◆２,ふふつ,ほふつ,"┌1.天子の礼服のぬいとりの模様。
├2.美しい文章のたとえ。
└3.わきからたすける。〈新漢和大字典〉
┌1.古代の天子の礼服のぬいとり。
├2.美しい文章のたとえ。
└3.天子を助けること。〈漢字ペディア〉
◇漢字ペディア大見出し
●H24-3㈠"
A0931,折しも【灑涙雨】が降っている,◆２,さいるいう,,"陰暦七月七日に降る雨。≒洒涙雨〈日本国語大辞典〉
●H27-3㈠"
A0932,【良賈】は深く蔵して虚なるがごとし,◆２,りょうこ,,"┌よい商人。〈大辞林〉
┌よい商人。すぐれた商人。〈日本国語大辞典〉
★良賈は深(ﾌｶ)く蔵(ｿﾞｳ)して虚(ﾑﾅ)しきがごとし…賢者はその学徳や才能を深く隠して、ひけらかすことはしないたとえ。「賈」は商人の意。よい商人は品物があっても店の奥にしまって店先に並べないために、何もないように見えることから。〈漢字ペディア〉
◇漢字ペディア下付き
●H12-2㈠"
A0933,甕で【醯醢】を製する,◆２,けいかい,,"┌1.酢と、ししびしお。
└2.酢であえた塩魚。〈新漢和大字典〉
┌酢酒と、しおから。〈字通〉
◇漢字ペディア小見出し
●H9-3㈠
●H26-1㈠"
A0934,人心を【羈縻】する思想を排する,◆２,きび,,"┌つながれる。〈字通〉
┌馬のおもがいと、牛の鼻づな。転じて、つなぎとめる。束縛して使役する。〈新漢和大字典〉
┌1.つなぎとめること。つなぎとめるもの。≒束縛
└2.中国が歴代、異民族を統治するのに用いた政策。相手の有力者をうまく手なずけて自治を許し、武力によることなく間接的に治めること。〈漢字ペディア〉
◇漢字ペディア大見出し
●H19-1㈠
●H30-3㈠"
A0935,灯火をかかげて【芸帙】を繙く,◆２,うんちつ,,"┌書物のこと。〈新漢和大字典〉
┌書帙〈字通〉
★｢芸(ｳﾝ)｣は常用漢字の｢芸(藝:ｹﾞｲ)｣とは別字。
├『芸(ｳﾝ)･･･くさぎる。ヘンルーダ。』
└『芸(藝:ｹﾞｲ)･･･わざ。植える。』
●H28-3㈠"
A0936,書画骨董が【糶糴】売買される,◆２,ちょうてき,,"┌穀物の売買。〈新大字典〉
┌1.売り米と買い米。
└2.穀物の売買。〈大辞泉〉
●H25-2㈠
●H27-3㈠"
A0937,【醯鶏】甕裏の天,◆２,けいけい,,"┌昆虫の名。ヌカカ。蠛蠓(ﾍﾞﾂﾓｳ)。〈新漢和大字典〉
┌甕(ｶﾒ)の中にすむ「さじ」という小虫。〈漢辞海〉
★醯鶏甕裏(ｵｳﾘ)の天(ﾃﾝ)･･･世間知らずで見識の狭い人のたとえ。甕の底にすむ小虫が、甕の中だけを天地と考えて外界を知らないことから。〈新明解故事ことわざ辞典〉"
A0938,園内の雑草を【芟除】する,◆２,さんじょ,せんじょ,"┌雑草などを取り除くこと。〈漢字ペディア〉
┌刈り除くこと。転じて、賊を討ち平らげること。〈新大字典〉
◇漢字ペディア大見出し
●H23-2㈠"
A0939,【蛙黽】の声、啾啾たり,◆２,あぼう,,"┌あまがえる。〈漢字源〉
┌あまがえる。喧騒にたとえる。〈字通〉
┌アマガエル。また、カエルの声。〈漢辞海〉
◇漢字ペディア小見出し
●H11-2㈠
●H26-1㈠"
A0940,戎僕、王の【倅車】の政を掌る,◆２,さいしゃ,,"┌副車。〈字通〉
┌そえ車。〈漢辞海〉
◇漢字ペディア小見出し
●H27-3㈠"
A0941,寸暇を惜しんで【黽勉】する,◆２,びんべん,,"┌つとめはげむこと。精を出すこと。〈大辞泉〉
┌つとめ励むこと。精を出すこと。≒勉励〈漢字ペディア〉
◇漢字ペディア大見出し
●H17-3㈠
●H19-2㈠
●H22-3㈠
●H24-3㈠"
A0942,【尠少】ならざる痛手となった,◆２,せんしょう,,"┌非常に少ないこと。また、そのさま。わずか。〈大辞泉〉
┌非常に少ないこと。また、そのようす。≒鮮少〈漢字ペディア〉
●H22-1㈠
●H28-1㈠"
A0943,午睡より醒め【欠伸】至って快なり,◆２,けんしん,,"┌あくびをし、のびをすること。〈大辞泉〉
┌あくびと背伸び。疲労の様子。≒欠申〈漢辞海〉
★｢欠(ｹﾝ)｣は常用漢字の｢欠(缺:ｹﾂ)｣とは別字。
├『欠(ｹﾝ)･･･あくび。』
└『欠(缺:ｹﾂ)･･･欠ける。休む。』
◇漢字ペディア小見出し
●H25-1㈠
●H27-3㈠"
A0944,一顧だに値しない【幺麼】である,◆２,ようま,,"┌1.小さい。細かい。
└2.価値のないつまらないこと。また、そのような人。〈漢字源〉
┌小さいこと。取るに足りないこと。また、そのような人。「幺」も「麼」も小さい意。〈漢字ペディア〉
◇漢字ペディア大見出し
●H23-1㈠
●H28-2㈠
●H25-3㈠"
A0945,【罅漏】を補うに断簡を以てす,◆２,かろう,,"┌すきま。〈漢字源〉
┌すきま。欠漏。〈新大字典〉
◇漢字ペディア小見出し
●H27-3㈠"
A0946,【亀鼈】の小竪、自らを救うに暇あらず,◆２,きべつ,,"┌1.かめと、すっぽん。
└2.人を軽んじていやしめていうことば。〈漢字源〉
┌1.かめと、すっぽんと。
└2.人を軽んじいやしめる語。〈字源〉"
A0947,陳列されていた【器皿】を収納する,◆２,きべい,,"┌うつわ。皿や小鉢。〈大辞泉〉
┌食べ物を盛る皿や小鉢。食器。〈漢字ペディア〉
◇漢字ペディア大見出し
●H9-3㈠
●H12-3㈠
●H17-2㈠"
A0948,邪な気持ちが筆端に【纏繞】する,◆２,てんじょう,,"┌まといつくこと。からまりついて邪魔をすること。〈大辞林〉
┌1.まつわりつく。
└2.邪魔する。〈漢辞海〉
◇漢字ペディア下付き"
A0949,法制は必ず行い【窪隆】すべからざるなり,◆２,わりゅう,,"┌1.くぼむことと盛り上がること。
└2.衰えることと盛んになること。〈新大字典〉
┌1.くぼみと盛り上がり。
└2.衰えることと盛んになること。〈漢字源〉
●H27-3㈠"
A0950,もし薬【瞑眩】せずんば、その疾癒えず,◆２,めんげん,"めんけん
めいげん","┌目がくらくらする症状。めまい。眩暈。〈新漢和大字典〉
┌目がくらむこと。めまい。特に、強い薬の反応で起こるめまい。〈漢字ペディア〉
◇漢字ペディア大見出し"
A0951,【叶洽】の歳、歳陰未に在り,◆２,きょうこう,,"┌十二支の未。〈字通〉
┌十二支の未の異名。≒協洽〈新大字典〉
●H29-3㈠"
A0952,【黽俛】事に従い敢えて労を告げず,◆２,びんべん,,"語義未詳。
★おそらく黽勉･僶俛(ﾋﾞﾝﾍﾞﾝ:つとめはげむこと)と同義。
●H27-3㈠"
A0953,二国間に【釁隙】を生じた,◆２,きんげき,,"┌1.すきま。ひま。
└2.不和。仲たがい。〈大辞泉〉
┌すきま。仲たがいのこと。〈新漢和大字典〉
┌不和。〈字通〉
┌物事のすきま。また、不和。仲たがい。〈漢字ペディア〉
◇漢字ペディア大見出し
●H17-1㈠
●H20-3㈠
●H25-1㈠"
A0954,貧窶【困阨】の甚だしきに驚く,◆２,こんやく,,"┌苦しみ悩むこと。苦しみ。また、災難。≒困厄〈大辞林〉
┌難儀。くるしみ。≒困厄〈字源〉
┌≒困厄
├1.困り果てるさま。
└2.災難。危機。〈漢辞海〉
●H18-2㈠"
A0955,両蛇の穴を争い【螫齧】するが如し,◆２,せきげつ,,"さし、かむ。〈字通〉
●H27-3㈠"
A0956,壁の掛け時計が【鏗然】と鳴った,◆２,こうぜん,,"┌金属･石･楽器などがかん高い音を出すさま。〈大辞泉〉
┌1.音が明るく響くさま。
└2.硬いさま。〈漢辞海〉
●H11-3㈠
●H27-1㈠"
A0957,行くに臨んで訝る者を【啜賺】す,◆２,せったん,,"┌巧みにことばをつづる。内容のともなわないことばでだます。〈漢字源〉
┌すかす。〈字通〉
┌ことば巧みにだます。≒啜洪〈漢辞海〉
●R1-2㈠"
A0958,面作品にさしたる【軒輊】はない,◆２,けんち,,"┌あがり下がり。高低。転じて、優劣･軽重･大小などの差があること。〈大辞泉〉
┌1.車の前部が高いさま(軒)と、低いさま(輊)
└2.ものの高低･軽重･優劣。〈漢辞海〉
◇漢字ペディア小見出し
●H16-2㈠
●H18-1㈠"
A0959,歩歩に足を止め【瞻矚】に遑あらず,◆２,せんしょく,,"┌仰ぎ見る。〈字通〉
┌1.みつめる。
└2.眼光。〈漢辞海〉
●H27-1㈠
●R1-2㈠"
A0960,鄭重なる【賻儀】を賜る,◆２,ふぎ,,"┌金品を贈って死者の出た家を助ける贈り物。≒賻助、賻贈、賻礼〈漢辞海〉
┌死者の霊前に供える金銭。香典。〈新漢和大字典〉
◇漢字ペディア小見出し"
A0961,官を辞し【粥文】す,◆２,いくぶん,,"┌文章を売る。文章を売って生計をたてること。〈新大字典〉
┌人から依頼されて、金をとって文章を作る。〈漢字源〉
◇漢字ペディア小見出し
●H27-1㈠"
A0962,一隅に【囁囁】の語が起こった,◆２,しょうしょう,"じょうじょう
しょうじょう","よくしゃべるさま。〈新漢和大字典〉
●H23-3㈠"
A0963,善悪を二つながら【呑噬】して憚らない,◆２,どんぜい,,"┌1.のむことと、かむこと。
└2.他国を侵略する。〈漢字源〉
┌1.のむこととかむこと。
└2.他国を攻めて領土を奪うこと。〈漢字ペディア〉
◇漢字ペディア大見出し
●H15-1㈠"
A0964,武員を崇重し、文職を【藐視】した,◆２,びょうし,,"┌みくびること。軽視。〈大辞泉〉
┌軽んじて見ること。軽視すること。みくだすこと。〈漢字ペディア〉
◇漢字ペディア大見出し
●H19-1㈠
●H24-1㈠"
A0965,皇門より入り【逵路】に到る,◆２,きろ,,"城壁の中にあって周囲に通じている大きな道路。〈漢字源〉
●H27-1㈠"
A0966,【公衙】とは役所のことである,◆２,こうが,,"┌役所。〈字通〉
┌役所。官公庁。〈新漢和大字典〉"
A0967,【艱窘】に耐えて節義を全うする,◆２,かんきん,,"┌悩み苦しむこと。〈新大字典〉
┌1.難儀。
└2.飢饉の年。〈漢字源〉
●H27-1㈠"
A0968,西欧の文物に感化【甄陶】される,◆２,けんとう,,"┌1.土をこねて陶器をつくる。
├2.転じて、天地が万物を作る。
└3.君主が人民を教え導く。〈漢字源〉
┌造化のはたらき。〈字通〉
◇漢字ペディア小見出し
●H13-3㈠
●H27-2㈠"
A0969,法廷で【輸贏】を争う,◆２,しゅえい,ゆえい,"┌勝ち負け。勝負。〈大辞泉〉
┌まけることと勝つこと。勝敗。〈漢字源〉
┌勝ち負け。≒勝敗〈漢字ペディア〉
◇漢字ペディア大見出し
●H15-1㈠"
A0970,【坡陀】たる白砂の岡阜を眼前にする,◆２,はだ,,"┌1.平らでないさま。
└2.けわしいさま。〈新大字典〉
┌高低起伏してつづく。〈字通〉
◇漢字ペディア小見出し
●H26-3㈠"
A0971,質素な【午餉】を摂る,◆２,ごしょう,,"┌ひるめし。ひるげ。昼食。〈大辞泉〉
┌昼食。昼めし。≒午餐、午食、午饌、午飯〈漢辞海〉
┌ひるめし。≒午饌〈字源〉
◇漢字ペディア小見出し
●H19-1㈠"
A0972,【柊葉】の状は芭蕉の如し,◆２,しゅうよう,,"┌中国南部産の生姜の一種。葉が大きく、食物を包んでおくと長持ちする。ちまきを包むのに用いる。〈漢字源〉
┌柊の葉。〈字通〉
●H27-1㈠"
A0973,挙止【蘊藉】にして礼節あり,◆２,うんしゃ,,"┌おだやか。温厚。〈字通〉
┌寛大でおだやか。ゆったりとつつみこんで、こせこせと人をとがめない。〈漢字源〉
┌気持ちが広くおだやかなさま。余裕のあるさま。≒温藉〈漢字ペディア〉
◇漢字ペディア大見出し
●H15-1㈠
●H17-3㈠
●H20-2㈠"
A0974,合格を【抃躍】して喜ぶ,◆２,べんやく,へんやく,"┌欣喜して手舞い足躍る。〈字通〉
┌手をうって喜び、おどり上がるさま。≒抃舞〈漢字ペディア〉
◇漢字ペディア大見出し
●H17-1㈠"
A0975,【岌嶷】たる山嶺が聯亙している,◆２,きゅうぎょく,,"┌高くそびえる山。また、山が高くそびえるさま。≒岌峨〈漢字源〉
┌高峻。〈字通〉
●H27-1㈠"
A0976,【甌窶】篝に満ち汙邪（おや）車に満つ,◆２,おうろう,,"┌狭い高地。〈漢字源〉
┌高く狭い地。〈字通〉
◇漢字ペディア小見出し
●H30-2㈠"
A0977,【摎殺】の跡がみられる,◆２,きゅうさつ,こうさつ,≒絞殺〈漢字源〉
A0978,百木【黝藹】として涼涼たり,◆２,ゆうあい,,"┌樹木がこんもり茂るさま。〈漢字源〉
┌ほの暗い木かげのさま。〈字通〉
●H27-1㈠"
A0979,【傴僂】して君門に入る,◆２,うる,うろう,"┌1.背が曲がって小さいこと。
├2.背をかがめる。
└3.うやうやしくつつしむさま。〈漢字源〉
┌1.前かがみになる。
├2.背中の骨がもりあがる病気。またその人。せむし。
└3.うやうやしく、つつしむさま。〈漢辞海〉
┌1.腰をかがめること。また、腰が曲がっていること。
└2.佝僂(ｸﾙ)病。〈日本国語大辞典〉
★「傴僂」で「せむし／くぐせ」とも読む。〈漢字ペディア〉
◇漢字ペディア小見出し"
A0980,諸川を浚渫して【舟楫】の便を図る,◆２,しゅうしゅう,,"┌1.舟とかじ。転じて舟。
└2.舟で荷物を運搬すること。〈漢字ペディア〉
┌1.舟とかい。また、舟のこと。
└2.転じて、天子の政治を助ける臣下のたとえ。〈漢字源〉
◇漢字ペディア大見出し
●H17-2㈠
●H24-3㈠
●H28-3㈠"
A0981,日本の原像を求め【藐焉】たる上古に遡る,◆２,ばくえん,,"┌1.はるかに遠いさま。
└2.孤独なさま。〈漢字ペディア〉
┌非常に遠いさま。遠くてはっきりしないさま。〈大辞林〉
◇漢字ペディア大見出し
●H30-2㈠"
A0982,百骸【九竅】の中に物あり,◆２,きゅうきょう,,"┌人体にある九つのあな。口が一つ、目･鼻･耳が各二つ、大小便の二つ。≒九穴〈漢字ペディア〉
┌人体のある九つの穴。口･両眼･両耳･両鼻孔･両便(大小便)の穴のこと。〈漢字源〉
◇漢字ペディア大見出し
●H17-2㈠
●H27-1㈠"
A0983,鷙鳥に遭い懼懼として【簞食】を失す,◆２,たんし,,"┌竹の器に入れた飯。〈大辞泉〉
┌竹の器に入れた飯。弁当。〈大辞泉〉"
A0984,文質【彬彬】其宜を得る,◆２,ひんぴん,,"┌1.文章の外形と実質とが共に備わっているさま。
└2.文物が盛んに興るさま。〈大辞林〉
┌外形と内容がそろって整い、調和がとれているさま。特に、文章についていう。≒斌斌〈漢字ペディア〉
★文質(ﾌﾞﾝｼﾂ)彬彬…外見と実質とがほどよく調和していること。〈大辞林〉
◇漢字ペディア大見出し"
A0985,【饕餮】厭くを知らざる人物であった,◆２,とうてつ,,"┌1.金銭や飲食などをむさぼること。きわめて貪欲なこと。また、その人。
└2.≒饕餮文〈日本国語大辞典〉
┌1.金銭や飲食をむさぼる。欲が深いさま。また、その人。
├2.舜の時代の蛮族の名。
└3.想像上の悪獣の名。青銅器の模様に用いた。〈漢辞海〉
┌1.財貨･金銭をむさぼること。
├2.凶悪な者のたとえ。
└3.怪獣の名。殷･周のころ、その姿を青銅器などに刻んで飾りとした。〈新漢和大字典〉
┌悪獣の名。古銅器の文様に饕餮文があり、おおむね器の鼻梁を中心とした虎の展開図を用いる。饕餮は虎を文様化したものであろう。〈字通〉
◇漢字ペディア下付き
●H21-3㈠
●H24-2㈠
●H29-3㈠「饕餮文(ﾄｳﾃﾂﾓﾝ)」"
A0986,智愚一視して【畛畦】を設けない,◆２,しんけい,,"┌田のうね。さかい。〈字通〉
┌さかい。物の隔てをなすにいう。〈字源〉
┌田のあぜ。田と田のさかい。転じて、へだてがあること。そのへだて。〈漢字ペディア〉
◇漢字ペディア大見出し
●H21-2㈠
●H25-2㈠
●H28-1㈠"
A0987,【輦轂】の下に一大祭典を催す,◆２,れんこく,,"┌1.輦(ﾃｸﾞﾙﾏ)の轂(ｺｼｷ)。
└2.天子の乗り物。〈大辞泉〉
┌天子の乗る車。〈新漢和大字典〉
┌1.輦(ﾃｸﾞﾙﾏ)のこしき。
└2.天子の車。天皇の乗り物。〈漢字ペディア〉
★輦轂の下(ﾓﾄ)･･･天子のおひざもと。皇居のある地。首都。輦下(ﾚﾝｶ)。
◇漢字ペディア大見出し
●H21-2㈠"
A0988,【孱顔】に足を投げ出し空山に蝨を捻る,◆２,さんがん,せんがん,"┌高く険しいさま。巉巌。〈新漢和大字典〉
┌巉巌。山のけわしいさま。〈字通〉
┌1.そろっていないさま。
├2.山が険しいさま。また、高い峰。孱孱。
└3.色彩が鮮やかにまじりあうさま。〈漢辞海〉
●H30-1㈠"
A0989,社長は創業者の【仍孫】である,◆２,じょうそん,,"┌子孫の世代の一つで、子･孫･曾孫(ｿｳｿﾝ)･玄孫･来孫･昆孫･仍孫･雲孫となる。〈漢字源〉
┌自分から数えて七代目の孫。〈漢字ペディア〉
◇漢字ペディア大見出し
●H28-2㈠"
A0990,【哽噎】極めて切なるものがあった,◆２,こうえつ,,"┌のどにつかえる。また、むせぶ。むせび泣く。〈字通〉
┌のどを詰まらせて、むせび泣く。≒哽咽〈漢字源〉
●H23-3㈠
●H28-2㈠"
A0991,封豕長蛇の如く天下を【荐食】した,◆２,せんしょく,,"┌1.しきりに食べる。
└2.蚕が桑の葉をしきりに食べるように、つぎつぎに土地を侵略して自分のものとしてしまう。蚕食。〈漢字源〉
┌浸食。〈字通〉
●H28-2㈠"
A0992,【圧状】ずくめに承知させる,◆２,おうじょう,,"┌1.脅しつけて強制的に書かせた文書。
└2.無理に押しつけて同意させること。当て字で「往生」とも書く。〈大辞泉〉
┌強制して書かせた文書。人に圧力をかけて書かせた書状。〈漢字ペディア〉
◇漢字ペディア大見出し
●H21-2㈠
●H25-1㈠
●R1-1㈠"
A0993,太祖崩じて【抔土】未だ乾かず,◆２,ほうど,,"┌1.手ですくうほどのわずかな土。
└2.墓の土。〈漢字源〉
┌一杯の土。〈字通〉
┌ひとつかみの土。また、陵墓の義。〈字源〉
●H29-1㈠"
A0994,簿書案牘の間に【汨没】していた,◆２,こつぼつ,,"┌沈み没する。〈字通〉
┌沈みかくれるさま。〈字源〉
●H28-2㈠"
A0995,【蔚薈】たる叢林に歩み入る,◆２,うつわい,いわい,"┌雲が興るさま。〈字通〉
┌1.雲や霧の盛んに起こるさま。
└2.草木の盛んに茂ること。〈新大字典〉
●H28-2㈠"
