ID,難易度,問題,解答,別答,意味
F0327,1,市俄古,しかご,,アメリカ合衆国イリノイ州の商工業都市。ミシガン湖の南西岸にあり、同国中部の経済・文化・交通の中心地。工業や食料品の加工生産が盛ん。〈漢字ペディア〉
F0328,1,色丹,しこたん,,北海道根室半島の東方沖にある島。第二次世界大戦後、ロシア連邦（旧ソ連）の占領下に入っている。〈漢字ペディア〉
F0329,1,埋葬虫,しでむし,,シデムシ科の甲虫の総称。世界中に分布。体は平たく長い楕円（ダエン）形のものが多い。動物の死体に群がって食う。〈漢字ペディア〉
F0330,1,東雲,しののめ,,"1.明け方。あけぼの。
2.明け方、東のほうの空にたなびく雲。〈漢字ペディア〉"
F0331,1,衣魚,しみ,,シミ科の昆虫の総称。家の中の暗い所にすむ。体長約一（センチメートル）で、銀白色。衣類や紙類などを食いあらす。シミムシ。＝紙魚、蠹魚〈漢字ペディア〉
F0332,1,仕舞屋,しもたや,しもうたや,"1.もと商家で、その商売をやめた家。
2.商店街の中で、商家でない普通の家。〈漢字ペディア〉"
F0333,1,牙買加,じゃまいか,,中部アメリカ、カリブ海のジャマイカ島を領土とする国。1962年イギリスから独立。ボーキサイトの世界的産出国。ブルーマウンテン━コーヒーの特産で知られる。住民は黒人。主要言語は英語。首都キングストン。面積1万1千平方キロメートル。人口270万（2005）。正称、ジャマイカ。〈大辞林〉
F0334,1,爪哇,じゃわ,,インドネシア共和国の中心となる島。首都のジャカルタがある。＝闍婆〈漢字ペディア〉
F0335,1,寿府,じゅねーぶ,,スイス南西部の州都、レマン湖沿いの国際都市。赤十字国際委員会本部や多数の国際機関がある。時計の製造が盛ん。〈漢字ペディア〉
F0336,1,生姜,しょうが,,ショウガ科の多年草。熱帯アジア原産。世界各地で栽培される。根茎は食用、また、香辛料や漢方薬に用いる。ハジカミ。ジンジャー。＝生薑、薑〈漢字ペディア〉
F0337,1,鱠残魚,しらうお,,シラウオ科の海魚。＝銀魚〈漢字ペディア〉
F0338,1,白及,しらん,,ラン科の多年草。＝紫蘭〈漢字ペディア〉
F0339,1,荵冬,すいかずら,,スイカズラ科のつる性常緑低木。＝忍冬〈漢字ペディア〉
F0340,1,瑞西,すいす,,ヨーロッパ中部にある連邦共和国。アルプス山脈が南部を走る。永世中立国で国際機関の本部が多い。首都はベルン。〈漢字ペディア〉
F0341,1,蘇西,すえず,,#＝蘇士〈当て字･難読語の辞典〉
F0342,1,蘇士,すえず,,エジプト北東部の港湾都市。スエズ運河の南の入り口にあり、紅海に面する。＝蘇西〈漢字ペディア〉
F0343,1,斯干釐那委阿,すかんじなびあ,,出典不明。
F0344,1,蘇格蘭,すこっとらんど,,イギリス、グレートブリテン島北部にあり、ヘブリディーズ諸島やオークニー諸島を含めた地域。古名はカレドニア。中心都市はエディンバラ。〈漢字ペディア〉
F0345,1,蘇格,すこっとらんど,,出典不明。
F0346,1,蘿蔔,すずしろ,,ダイコンの別称。春の七草の一つ。＝清白〈漢字ペディア〉
F0347,1,胡蜂,すずめばち,,スズメバチ科のハチ。大形で黒く、腹には黄色のしま模様がある。土中や樹木の空洞に大きな巣をつくる。毒針をもち、ときに人畜を襲う。クマンバチ。＝雀蜂〈漢字ペディア〉
F0348,1,獅子女,すふぃんくす,,出典不明。
F0349,1,西班牙,すぺいん,,ヨーロッパの南西部、イベリア半島の大部分を占める立憲君主国。「スペイン内乱」ののち、一九七五年に王政復古。首都はマドリード。〈漢字ペディア〉
F0350,1,塘蒿,せろり,,セリ科の一年草または越年草。ヨーロッパ原産。野菜として栽培される。根生葉には長い太い柄がある。初秋、緑白色の小花を散状につける。全体に特有の強い香りがあり、軟白した葉柄を食用にする。セルリー。オランダミツバ。キヨマサニンジン。〈大辞林〉
F0351,1,雀斑,そばかす,,人の顔面などにできる茶褐色の細かい斑点（ハンテン）。＝雀卵斑、蕎麦滓〈漢字ペディア〉
F0352,1,冬青,そよご,,モチノキ科の常緑低木。山地に自生。葉は楕円（ダエン）形で厚い。初夏、白色の四弁花をつけ、球形の赤い実を結ぶ。材はそろばんの珠（たま）などにする。葉は染料用。フクラシバ。〈漢字ペディア〉
F0353,1,鉄刀木,たがやさん,,マメ科の常緑高木。インド・東南アジアに自生。花は鮮黄色で芳香があり、花後、大形のさやをつける。材は堅く黒色で、木目模様が美しい。家具や楽器などの用材。〈漢字ペディア〉
F0354,1,壁蝨,だに,,"#＝蟎
1.ダニ目の節足動物の総称。体は頭・胸・腹が分割されていない卵円形。人畜に寄生し、血を吸うものが多い。かゆみを与え、病気を媒介するものもある。
2.働かずに他人にたかって生活する、きらわれ者。〈漢字ペディア〉"
F0355,1,蒲公英,たんぽぽ,,キク科の多年草の総称。野原などに自生。葉は根から放射状に出る。春、花茎を伸ばし、黄色の頭花を開く。種子には白い冠毛があり風に飛び散る。若葉は食用。根は薬用。〈漢字ペディア〉
F0356,1,卓袱台,ちゃぶだい,,折りたたみのできる短い脚のついた食卓。〈漢字ペディア〉
F0357,1,甘露子,ちょろぎ,,シソ科の多年草。＝玉環菜、草石蚕〈漢字ペディア〉
F0358,1,土筆,つくし,,スギナの胞子茎。早春、茶褐色で筆形の穂をつける。食用。つくづくし。すぎなぼうず。＝筆頭菜〈漢字ペディア〉
F0359,1,仏掌薯,つくねいも,,ヤマノイモ科のつる性多年草。ナガイモの一品種。塊根は、手でこねて丸めたような形をしていて、食用。コブシイモ。ツクイモ。＝捏ね薯〈漢字ペディア〉
F0360,1,九十九折,つづらおり,,幾重にも折れ曲がって続く坂道。＝葛折〈漢字ペディア〉
F0361,1,玄鳥,つばめ,,ツバメ科の益鳥。＝烏衣、乙鳥、燕〈当て字･難読語の辞典〉
F0362,1,鴨跖草,つゆくさ,,ツユクサ科の一年草。道端に自生。夏、青色の小さい一日花をつける。カマツカ。ボウシバナ。＝露草〈漢字ペディア〉
F0363,1,羊乳,つるにんじん,,キキョウ科のつる性多年草。山野に自生。つるや葉を切ると白い乳液が出る。根はチョウセンニンジンに似る。夏、淡緑色で、内側に紫褐色の斑点（ハンテン）のある鐘形の花をつける。＝蔓人参〈漢字ペディア〉
F0364,1,的木児,てぃもーる,,出典不明。
F0365,1,丁抹,でんまーく,,北ヨーロッパにある立憲君主国。ユトランド半島と付近の島々からなる。社会保障制度が充実。首都はコペンハーゲン。〈漢字ペディア〉
F0366,1,満天星,どうだんつつじ,"どうだん
はくちょうげ","どうだんつつじ／どうだん…ツツジ科の落葉低木。＝灯台躑躅〈漢字ペディア〉
はくちょうげ…アカネ科の常緑小低木。＝白丁花、六月雪〈漢字ペディア〉"
F0367,1,鶤鶏,とうまる,,ニワトリの一品種。体は大きく羽毛は黒色。良い声で長く鳴く。新潟県で改良された。＝唐丸〈漢字ペディア〉
F0368,1,蜥蜴,とかげ,,トカゲ科の爬虫（ハチュウ）類の総称。日本各地にすむ。体長は約二〇（センチメートル）。胴は細長くあしは短い。体は褐色に黒い縦じまがある。尾は切れやすいが再生する。昆虫やクモを捕食。＝石竜子、蝘蜓〈漢字ペディア〉
F0369,1,桃花鳥,とき,,トキ科の鳥。＝鴇、鵇、鴾、朱鷺〈漢字ペディア〉
F0370,1,心太,ところてん,,海藻のテングサを煮溶かし、その汁を型に流しこんで固めた食品。細長く突きだしてひも状にし、醬油（ショウユ）や酢などをかけて食べる。＝瓊脂〈漢字ペディア〉
F0371,1,縕袍,どてら,,綿を入れた広袖（ひろそで）の着物。防寒また、寝具として用いる。丹前（タンゼン）。＝褞袍〈漢字ペディア〉
F0372,1,舎人,とねり,,"1.律令（リツリョウ）制で、天皇や皇族に仕え、雑役や警護などをした下級官人。
2.平安時代、貴人のウシやウマの世話をした低い身分の者。〈漢字ペディア〉"
F0373,1,滷汁,にがり,,海水を煮つめて食塩をとったあとの苦い液。豆腐の凝固剤などに用いる。＝苦汁、苦塩〈漢字ペディア〉
F0374,1,面皰,にきび,,思春期に多くできる吹き出物。毛穴に皮脂がつまってできる。〈漢字ペディア〉
F0375,1,新約克,にゅーよーく,,"#＝紐育
1.アメリカ合衆国北東部のニューイングランドにある州の一つ。北西部はカナダ国境・エリー湖・オンタリオ湖に面し、南東端は大西洋に臨む。州都オールバニー。独立一三州の一つ。
2.アメリカ合衆国の北東部、大西洋岸にある大都市。ニューヨーク州の南東端、ハドソン河口一帯に位置する。世界の金融の中心ウォール街や、国際連合本部などがあり、高層ビルが林立する。独立直後、一時首都となった。〈日本国語大辞典〉"
F0376,1,紐育,にゅーよーく,,"#＝新約克
アメリカ合衆国の北東部にある大西洋に面した州。また、その州にあるアメリカ最大の都市。国連本部があり、世界経済の中心地。〈漢字ペディア〉"
F0377,1,接骨木,にわとこ,,スイカズラ科の落葉低木。山野に自生。春、淡黄色の小花が多数咲き、球形の赤い実を結ぶ。＝庭常〈漢字ペディア〉
F0378,1,白膠木,ぬるで,,ウルシ科の落葉小高木。山野に自生。ウルシに似る。夏、黄白色の小花を円錐（エンスイ）状につける。紅葉が美しい。フシノキ。〈漢字ペディア〉
F0379,1,捏巴爾,ねぱーる,,ヒマラヤ山脈の南麓、中国のチベット自治区とインドとの間にある内陸国。連邦民主共和制。ヒマラヤ登山で知られる。主産業は農牧業。住民はグルカ族・ネワル族など。ヒンズー教を国教とする。釈迦の生誕地。首都カトマンズ。面積14万7千平方キロメートル、人口2710万（2005）。正称、ネパール連邦民主共和国。＝泥婆羅〈大辞林〉
F0380,1,海智,はいち,,出典不明。
F0381,1,南風,はえ,,南から吹く風。〈漢字ペディア〉
F0382,1,巴達,ばぐだっど,,出典不明。
F0383,1,稲架,はさ,ばさ,刈ったイネを干すために木やタケを組んだ設備。稲掛け。〈漢字ペディア〉
F0384,1,和地関,ばちかん,,ローマ教皇庁の別称。〈大辞林〉
F0385,1,棠棣,はねず,,"#＝唐棣花、朱華
1.初夏に赤い花をつける植物の名。ニワウメ・ニワザクラなど諸説がある。
2.「唐棣花（はねず）色」の略。〈大辞泉〉"
F0386,1,蕃瓜樹,ぱぱいあ,,パパイア科の常緑高木。熱帯アメリカ原産。熱帯地方で栽培。果実は円柱形で、黄熟し香りがよい。生食のほか、ジャムや砂糖づけなどにする。＝万寿果〈漢字ペディア〉
F0387,1,玫瑰,はまなす,はまなし,バラ科の落葉低木。はまなし。＝浜梨、浜茄子〈漢字ペディア〉
F0388,1,大熊猫,ぱんだ,,出典不明。
F0389,1,漢堡,はんぶるく,,ドイツ北部の工業都市。エルベ川下流にあり、貿易港としても有名。〈漢字ペディア〉
F0390,1,洋琴,ぴあの,,鍵盤（ケンバン）楽器の一種。大きな箱の中に金属の弦をはり、鍵盤をたたくとハンマーが弦を打って音を出す楽器。〈漢字ペディア〉
F0391,1,海狸,びーばー,,ビーバー科の哺乳（ホニュウ）動物。北アメリカ・ヨーロッパにすむ。全長一（メートル）ほどで、後ろ足に水かきがある。前歯で木をかじり倒して川の水をせき止め、その中央や岸に穴を掘って巣をつくる。毛皮は良質。〈漢字ペディア〉
F0392,1,蟾蜍,ひきがえる,,ヒキガエル科のカエル。＝蟇蛙、蟇〈漢字ペディア〉
F0393,1,抽斗,ひきだし,,たんすや机などの、抜き差しができるようにつくられた箱。＝抽き出し、引き出し〈漢字ペディア〉
F0394,1,茅蜩,ひぐらし,,セミ科の昆虫。＝蜩〈漢字ペディア〉
F0395,1,海星,ひとで,,ヒトデ類の棘皮（キョクヒ）動物の総称。海底にすむ。体は平たく、星形または五角形で、いぼのような突起がある。貝類を食べる。＝人手、海盤車〈漢字ペディア〉
F0396,1,海盤車,ひとで,,ヒトデ類の棘皮（キョクヒ）動物の総称。海底にすむ。体は平たく、星形または五角形で、いぼのような突起がある。貝類を食べる。＝人手、海星〈漢字ペディア〉
F0397,1,雲雀,ひばり,,ヒバリ科の小鳥。スズメよりやや大きく、褐色に黒い斑点（ハンテン）がある。頭頂の羽毛が冠状に立つ。春、畑や野原に巣をつくり、空高く舞い上がってさえずる。＝告天子、叫天子、叫天雀〈漢字ペディア〉
F0398,1,白頭鳥,ひよどり,,ヒヨドリ科の鳥。＝鵯〈当て字･難読語の辞典〉
F0399,1,費府,ふぃらでるふぃあ,,アメリカ合衆国北東部、ペンシルベニア州南東部にある港湾都市。〈漢字ペディア〉
F0400,1,河豚,ふぐ,,フグ科の海魚の総称。日本近海に約四〇種が分布。体は長い卵形で腹部が大きい。卵巣や肝臓に毒をもつものが多いが、肉は美味。＝鰒〈漢字ペディア〉
F0401,1,側金盞花,ふくじゅそう,,キンポウゲ科の多年草。＝福寿草〈漢字ペディア〉
F0402,1,五倍子,ふし,,ヌルデの若芽などに寄生虫がついてできるこぶ状のもの。タンニンを多く含み、染料・インクなどに用いられる。昔は女性のお歯黒に用いた。＝付子、附子〈漢字ペディア〉
F0403,1,蘭草,ふじばかま,,キク科の多年草。＝藤袴〈漢字ペディア〉
F0404,1,巴西,ぶらじる,,国名。＝伯剌西爾、伯爾西〈当て字･難読語の辞典〉
F0405,1,伯爾西,ぶらじる,,"#＝伯剌西爾、巴西
出典不明。"
F0406,1,伯剌西爾,ぶらじる,,"#＝伯爾西、巴西
南アメリカ東部の連邦共和国。複雑な人種構成をなし、日系人も多い。首都はブラジリア。〈漢字ペディア〉"
F0407,1,鞦韆,ぶらんこ,,2本の綱や鎖で横木をつり下げ、それに乗って前後に揺り動かして遊ぶもの。ふらここ。しゅうせん。〈大辞泉〉
F0408,1,威内斯,べにす,べねちあ,ベネチアの英語名。イタリア北東部にある港湾都市。「水の都」として有名。〈漢字ペディア〉
F0409,1,倍良,べら,,ベラ科の海魚の総称。＝遍羅〈漢字ペディア〉
F0410,1,白露,ぺるー,,出典不明。
F0411,1,秘露,ぺるー,,南アメリカ北西部の共和国。自然に恵まれ、鉱物資源が豊富。かつてインカ帝国のあった地。首都はリマ。〈漢字ペディア〉
F0412,1,白爾鄰,べるりん,,出典不明。
F0413,1,油漆,ぺんき,ぺいんと,出典不明。
F0414,1,木瓜,ぼけ,"きゅうり
まるめろ","ぼけ…バラ科の落葉低木。中国原産。枝にはとげがある。春、紅色・白色などの五弁花をつけ、球形の実を結ぶ。実は黄熟し芳香を放つ。観賞用。＝鉄脚梨
きゅうり…ウリ科のつる性一年草。＝胡瓜、黄瓜〈漢字ペディア〉
まるめろ…バラ科の落葉高木。西アジア原産。春、白色または淡紅色の五弁花をつける。秋、ヨウナシ形の香りのよい果実を結び、砂糖漬けや缶詰にする。セイヨウカリン。〈漢字ペディア〉"
F0415,1,釦鈕,ぼたん,,出典不明。
F0416,1,時鳥,ほととぎす,,ホトトギス科の鳥。＝鵑、杜鵑、杜宇、不如帰、子規、郭公、蜀魂、蜀魄、霍公鳥、沓手鳥〈漢字ペディア〉
F0417,1,不如帰,ほととぎす,,ホトトギス科の鳥。＝鵑、杜鵑、杜宇、子規、時鳥、郭公、蜀魂、蜀魄、霍公鳥、沓手鳥〈漢字ペディア〉
F0418,1,沓手鳥,ほととぎす,,ホトトギス科の鳥。＝鵑、杜鵑、杜宇、不如帰、子規、時鳥、郭公、蜀魂、蜀魄、霍公鳥〈漢字ペディア〉
F0419,1,梭尾螺,ほらがい,,フジツガイ科の巻貝。＝法螺貝、吹螺、宝螺貝〈漢字ペディア〉
F0420,1,雪洞,ぼんぼり,,絹や紙張りの覆いをつけた手燭（てショク）。また、小さな行灯（アンドン）。〈漢字ペディア〉
F0421,1,澳門,まかお,,中国広東省の南部にある港湾都市。一八八七年から一九九九年までポルトガルの植民地。〈漢字ペディア〉
F0422,1,阿媽港,まかお,,出典不明。
F0423,1,甜瓜,まくわうり,,ウリ科のつる性一年草。＝真桑瓜〈漢字ペディア〉
F0424,1,燐寸,まっち,,軸木の先につけてある発火剤をこすって火を出す用具。〈漢字ペディア〉
F0425,1,肉刺,まめ,,はげしい摩擦などで手足にできる豆状の水ぶくれ。〈漢字ペディア〉
F0426,1,金縷梅,まんさく,,マンサク科の落葉小高木。山地に自生。早春、葉より先に黄色いひも状の花が咲く。＝満作〈漢字ペディア〉
F0427,1,澪標,みおつくし,みおじるし,船に航路を知らせるために立てた杭（くい）。〈漢字ペディア〉
F0428,1,弥撒,みさ,,"1.ローマ-カトリック教会で、神をたたえ、罪のつぐないと神のめぐみを祈る儀式。
2.「ミサ曲」の略。①のときに歌われる賛美歌。〈漢字ペディア〉"
F0429,1,雨久花,みずあおい,,ミズアオイ科の一年草。沼地に自生。葉はハート形。夏から秋、花茎を立てて紫色の六弁花をつける。＝水葵、浮薔〈漢字ペディア〉
F0430,1,鼓豆虫,みずすまし,,ミズスマシ科の甲虫。川や沼にすむ。楕円（ダエン）形で黒く光沢がある。水面をくるくると泳ぎ回る。＝鼓虫〈漢字ペディア〉
F0431,1,角子,みずら,,上代の男性の髪の結い方。髪を頭上で左右に分け、耳のあたりで輪を作って結んで垂らしたもの。＝角髪、鬟、髻〈漢字ペディア〉
F0432,1,鳩尾,みぞおち,みずおち,胸の中央、胸骨の下のくぼんだ部分。急所の一つ。＝心窩〈漢字ペディア〉
F0433,1,角鴟,みみずく,,フクロウ科の鳥のうち、頭部に耳状の羽毛をもつものの総称。＝木菟〈漢字ペディア〉
F0434,1,海松布,みるめ,,「海松（みる：緑藻類ミル科の海藻。浅い海の岩に生える。茎は濃い緑色の円柱形で、扇状に枝分かれしている。食用。ミルメ。）」に同じ。＝水松布〈漢字ペディア〉
F0435,1,零余子,むかご,ぬかご,ヤマノイモなどの葉のつけねにできる球状の芽。食用。肉芽（ニクガ）。珠芽（シュガ）。〈漢字ペディア〉
F0436,1,行縢,むかばき,,昔、旅や狩猟などのとき、腰から足先までをおおった用具。布または毛皮で作ったが、平安時代末期から武士は鹿皮（しかがわ）のものをつけた。〈漢字ペディア〉
F0437,1,墨加,めっか,,サウジアラビアにあるイスラム教の聖地。〈当て字･難読語の辞典〉
F0438,1,乙甲,めりかり,,音の高低。また、強弱。めりはり。＝減上〈漢字ペディア〉
F0439,1,百舌,もず,,モズ科の鳥。低山にすむ。頭と背は赤褐色。腹は白色。カエルなどを捕食。秋、「キイーキイー」と鋭い声で高鳴きする。＝鶪、鴃〈漢字ペディア〉
F0440,1,莫斯科,もすくわ,,ロシア連邦の首都。同国最大の工業都市で、政治・経済・文化の中心地。〈漢字ペディア〉
F0441,1,茂禄子,もろっこ,,"#＝摩洛哥
出典不明。"
F0442,1,寄生木,やどりぎ,,"#＝宿木
1.ヤドリギ科の常緑小低木。サクラやエノキなど落葉広葉樹の枝に寄生する。早春に黄色の小花を咲かせ、赤または淡黄色の実を結ぶ。
2.他の樹木に寄生し、栄養をもらって育つ植物。〈漢字ペディア〉"
F0443,1,守宮,やもり,,ヤモリ科の爬虫（ハチュウ）類の総称。また、その一種。人家近くにすむ。体は灰褐色で、形はトカゲに似る。夜行性で、昆虫などを捕食する。＝家守、壁虎〈漢字ペディア〉
F0444,1,山桜桃,ゆすらうめ,,バラ科の落葉低木。中国原産。春、ウメに似た白色や淡紅色の花をつけ、丸くて赤い実を結ぶ。食用。＝梅桃、英桃〈漢字ペディア〉
F0445,1,怪鴟,よたか,,ヨタカ科の鳥。タカに似るが、夜行性でカなどの虫を食べる。カスイドリ。＝夜鷹、蚊母鳥、鷆〈漢字ペディア〉
F0446,1,蚊母鳥,よたか,,ヨタカ科の鳥。＝夜鷹、怪鴟、鷆〈漢字ペディア〉
F0447,1,鶏児腸,よめな,,キク科の多年草。＝嫁菜〈漢字ペディア〉
F0448,1,尸童,よりまし,,祈禱（キトウ）師が神霊を招き寄せ、乗り移らせる童子や人形。＝憑坐、寄坐〈漢字ペディア〉
F0449,1,紫丁香花,らいらっく,りら,出典不明。
F0450,1,海獺,らっこ,,イタチ科の哺乳（ホニュウ）動物。＝猟虎、海猟、獺虎〈漢字ペディア〉
F0451,1,獺虎,らっこ,,イタチ科の哺乳（ホニュウ）動物。＝猟虎、海獺、海猟〈漢字ペディア〉
F0452,1,蘭貢,らんぐーん,,ヤンゴンの旧称。ミャンマー（旧ビルマ）連邦の旧首都。〈漢字ペディア〉
F0453,1,僂麻質斯,りうまち,,関節や筋肉などが痛み、運動障害をおもな症状とする病気。リューマチ。ロイマチス。〈漢字ペディア〉
F0454,1,黎巴嫩,ればのん,,西アジア、地中海東岸の共和国。南はイスラエルと国境を接する。古代フェニキアの地。1944年フランス委任統治領から独立。オレンジ・ブドウなどを産する。観光事業と中継貿易も盛ん。住民は大部分がアラブ系。マロン派キリスト教徒とイスラム教徒がほぼ同数を占める。首都ベイルート。面積1万平方キロメートル。人口360万（2005）。正称、レバノン共和国。〈大辞林〉
F0455,1,没分暁漢,わからずや,,道理をわきまえない人。がんこで聞き分けのない人。＝分からず屋〈漢字ペディア〉
F0456,1,吾亦紅,われもこう,,バラ科の多年草。山野に自生。夏から秋に暗紅色で卵形の花穂をつける。根は漢方で止血剤にする。＝吾木香、我毛香、地楡、仙蓼〈漢字ペディア〉
F0457,1,吾木香,われもこう,,バラ科の多年草。山野に自生。夏から秋に暗紅色で卵形の花穂をつける。根は漢方で止血剤にする。＝吾亦紅、我毛香、地楡、仙蓼〈漢字ペディア〉
F0458,1,円座,わろうだ,,わらなどで編んだひもを渦巻き状にした敷物。＝藁蓋〈漢字ペディア〉
F0459,1,野木瓜,むべ,,アケビ科のつる性常緑低木。＝郁子〈漢字ペディア〉
F0460,2,春宮,とうぐう,,"#＝東宮
1.皇太子の住む宮殿。
2.皇太子。〈漢字ペディア〉"
F0461,2,亜弗利加,あふりか,,六大州の一つ。ヨーロッパの南に位置し、東はインド洋、西は大西洋に面する。密林や砂漠が多い。＝阿弗利加〈漢字ペディア〉
F0462,2,亜米利加,あめりか,,"1.南北アメリカ大陸の総称。
2.アメリカ合衆国の略称。北アメリカ大陸中央部とアラスカ・ハワイを含む連邦共和国。首都はワシントン。＝亜墨利加〈漢字ペディア〉"
F0463,2,亜墨利加,あめりか,,"1.南北アメリカ大陸の総称。
2.アメリカ合衆国の略称。北アメリカ大陸中央部とアラスカ・ハワイを含む連邦共和国。首都はワシントン。＝亜米利加〈漢字ペディア〉"
F0464,2,亜剌比亜,あらびあ,,西南アジアにある世界最大の半島。サウジアラビアが大半を占める。＝亜拉毘亜〈漢字ペディア〉
F0465,2,亜拉毘亜,あらびあ,,西南アジアにある世界最大の半島。サウジアラビアが大半を占める。＝亜剌比亜〈漢字ペディア〉
F0466,2,阿弗利加,あふりか,,六大州の一つ。ヨーロッパの南に位置し、東はインド洋、西は大西洋に面する。密林や砂漠が多い。＝亜弗利加〈漢字ペディア〉
F0467,2,阿蘭陀,おらんだ,,ヨーロッパ北西部の立憲君主国。首都はアムステルダム。＝和蘭、和蘭陀〈漢字ペディア〉
F0468,2,和蘭陀,おらんだ,,ヨーロッパ大陸北西部にある立憲君主国。国土の四分の一は海面よりも低い。首都はアムステルダム。鎖国時代の日本に大きな影響を及ぼした。＝阿蘭陀、和蘭〈漢字ペディア〉
F0469,2,阿利布,おりーぶ,,モクセイ科の常緑小高木。地中海沿岸原産。日本では小豆島（しょうどしま）で栽培。初夏、淡黄色で香りのよい花をつける。果実からオリーブ油をとる。＝阿利襪〈漢字ペディア〉
F0470,2,阿利襪,おりーぶ,,モクセイ科の常緑小高木。地中海沿岸原産。日本では小豆島（しょうどしま）で栽培。初夏、淡黄色で香りのよい花をつける。果実からオリーブ油をとる。＝阿利布〈漢字ペディア〉
F0471,2,蛙手,かえで,,カエデ科の落葉高木の総称。＝槭樹、槭、楓、鶏冠木〈漢字ペディア〉
F0472,2,愛蘭,あいるらんど,,"#＝阿耳蘭
1.イギリス本国グレート－ブリテン島の西にある島。
2.①の大部分を占める共和国。首都はダブリン。〈漢字ペディア〉"
F0473,2,愛迪生,えじそん,,アメリカの発明家。電信機・電話機・蓄音機・白熱灯・映写機などを次々に発明した。取得した特許は一三〇〇以上という。〈漢字ペディア〉
F0474,2,噯気,おくび,,胃の中にたまったガスが口の外へ出たもの。げっぷ。＝噫気、噯〈漢字ペディア〉
F0475,2,噫気,おくび,,胃の中にたまったガスが口の外へ出たもの。げっぷ。＝噯気、噯〈漢字ペディア〉
F0476,2,悪戯,いたずら,,"1.人を困らせるようなふざけた行い。
2.自分のしたことを謙遜（ケンソン）していう語。〈漢字ペディア〉"
F0477,2,悪阻,つわり,,妊娠初期に起こる、吐き気や食欲不振などの症状。〈漢字ペディア〉
F0478,2,宛行,あてがい,,与える側が一方的に割りあてて与えること。また、そのもの。＝充行〈漢字ペディア〉
F0479,2,充行,あてがい,,与える側が一方的に割りあてて与えること。また、そのもの。＝宛行〈漢字ペディア〉
F0480,2,安石榴,ざくろ,,ザクロ科の落葉小高木。＝石榴、柘榴〈漢字ペディア〉
F0481,2,案山子,かかし,,"#＝鹿驚
1.農作物を荒らす鳥獣をおどすため田畑に立てるタケや藁（わら）で作った人形。
2.見かけだけで役に立たない人のたとえ。〈漢字ペディア〉"
F0482,2,鹿驚,かかし,,"#＝案山子
1.鳥獣が田畑を荒らすのを防ぐために立てる人形。
2.見かけばかりで、実際の役に立たないこと。また、その人。〈漢字ペディア〉"
F0483,2,以為,おもえらく,,思うことには。〈漢字ペディア〉
F0484,2,以来,このかた,,その時から現在にいたるまで。〈漢字ペディア〉
F0485,2,伊曽保,いそっぷ,,紀元前六世紀ころの古代ギリシャの寓話（グウワ）作家。『イソップ物語』の作者といわれる。＝伊蘇普〈漢字ペディア〉
F0486,2,伊蘇普,いそっぷ,,紀元前六世紀ころの古代ギリシャの寓話（グウワ）作家。『イソップ物語』の作者といわれる。＝伊曽保〈漢字ペディア〉
F0487,2,伊太利,いたりあ,,ヨーロッパ南部の共和国。地中海に突き出した長靴形の半島と付近の島々からなる。首都はローマ。〈漢字ペディア〉
F0488,2,伊達,だて,,"1.おとこぎを見せようとすること。
2.派手に見栄（みエ）を張ること。〈漢字ペディア〉"
F0489,2,衣被,きぬかつぎ,,サトイモの子いもを皮つきのままゆでた食べ物。〈漢字ペディア〉
F0490,2,蠹魚,しみ,,シミ科の昆虫の総称。＝衣魚、紙魚〈漢字ペディア〉
F0491,2,為替,かわせ,,現金の代わりに手形や証書などで送金する方法。また、その手形や証書などの総称。〈漢字ペディア〉
F0492,2,為体,ていたらく,,みっともないありさま。情けない状態。ざま。＝体たらく〈漢字ペディア〉
F0493,2,為人,ひととなり,,生まれつきそなわっている性質。天性。人柄。〈漢字ペディア〉
F0494,2,帷子,かたびら,,"1.裏をつけない着物。ひとえもの。
2.麻・絹などで仕立てたひとえもの。
3.昔、几帳（キチョウ）などに使った薄い絹布。
4.経かたびら。〈漢字ペディア〉"
F0495,2,緯糸,よこいと,,織物で横に織りこむ糸。ぬき糸。よこ。⇔経（たていと）、＝横糸〈漢字ペディア〉
F0496,2,郁子,むべ,うべ,アケビ科のつる性常緑低木。暖地の山地に自生。実はアケビに似るが、完熟しても裂けない。食用。トキワアケビ。＝野木瓜〈漢字ペディア〉
F0497,2,一寸,ちょっと,,"#＝鳥渡
1.時間・分量などが少し。
2.こころみに。
3.かなり。ある程度。
4.簡単に。〈漢字ペディア〉"
F0498,2,鳥渡,ちょっと,,"#＝一寸
1.わずか。また、少しの時間。
2.ためしに。
3.少々のことでは。
4.呼びかけの語。〈漢字ペディア〉"
F0499,2,一向,ひたすら,,そのことだけに心を向けるさま。＝只管〈漢字ペディア〉
F0500,2,一行,ひとくだり,,"1.文章のいちぎょう。
2.文章や話の、ある一部分。〈漢字ペディア〉"
F0501,2,一揃,ぴんぞろ,,"1.二個のさいころの目に、そろって一が出ること。
2.ひとえの着物を二枚重ねて着るのをあざけっていう語。〈漢字ペディア〉"
F0502,2,鷸子,つぶり,,カイツブリの別称。カイツブリ科の鳥で、沼や川にすむ。潜水が巧みで、小魚を捕食する。〈漢字ペディア〉
F0503,2,芋茎,ずいき,,サトイモの葉柄。干したものがいもがらで、食用にする。＝芋苗〈漢字ペディア〉
