ID,難易度,問題,語群,解答,別答,意味,出典
E0228,2,きわめて危険なことのたとえ。,"槐門[棘路]・兎起[鶻落]
竜攘[虎搏]・一縷[千鈞]",せんきん,,"一縷千鈞（いちるせんきん）
★一本の糸で千鈞の重さを支える意。
類：一髪千鈞（いっぱつせんきん）
類：累卵之危（るいらんのき）
「一縷(ｲﾁﾙ)の任(ﾆﾝ)を以(ﾓｯ)て千鈞(ｾﾝｷﾝ)の重きを係(ｶ)く」",＊『枚乗-上書諫呉王･書』
E0229,2,一度にたやすく巨額の利益を得る。,"連璧[賁臨]・炊金[饌玉]
[敲金]撃石・[一攫]千金",いっかく,,"一攫千金（いっかくせんきん）
★「一攫」は、ひと掴みの意。
類：一攫万金（いっかくばんきん）",＊『坪内逍遥-内地雑居未来之夢･八』
E0230,2,家族と血縁関係にある者。,"一家[眷族]・支葉[碩茂]
[八紘]一宇・[同袍]同沢",けんぞく,,"妻子眷族／妻子眷属（さいしけんぞく）
★「眷族」は、血のつながりのあるもの。一族。また、従者や部下。
類：一家眷族（いっかけんぞく）
類：一族郎党（いちぞくろうとう）",＊『海音寺潮五郎-柳沢騒動』
E0231,2,家族が集まり楽しく談笑する。,"自家[撞著]・一家[団欒]
侃侃[諤諤]・文質[彬彬]",だんらん,,"一家団欒（いっかだんらん）
★「団欒」は、丸いさまで、転じて丸く輪を作って仲良くする、集まって睦まじくする意。
類：家族団欒（かぞくだんらん）
類：親子団欒（おやこだんらん）",＊『中村正直-漢学不可廃論･一』
E0232,2,賢者を求めることに熱心なたとえ。,"[蓴羹]鱸膾・典謨[訓誥]
[一饋]十起・簞食[壺漿]",いっき,,"一饋十起（いっきじっき）
★一度の食事中に十回も席を立つ意。
★中国古代、夏の禹王が善政のため賢者を熱心に求め、一回の食事で十回も席を立ち食事を中断して訪ねてきた賢者にあったという故事から。
類：吐哺握髪（とほあくはつ）
類：吐哺捉髪（とほそくはつ）
「一饋(ｲｯｷ)に十(ﾄ)たび起(ﾀ)つ」",＊『淮南子-氾論訓』
E0233,2,休息と活動の有り様を説くことば。,"[一闔]一闢・黒白[混淆]
日月[逾邁]・[旌旗]巻舒",いっこう,,"一闔一闢（いっこういちびゃく）
★あるいは闔(ﾄ)じ、あるいは闢(ﾋﾗ)く意。",＊『易経-繫辞･上』
E0234,2,ごくわずかなもののたとえ。,"[薏苡]明珠・[騈拇]枝指
一糸[一毫]・泰山[鴻毛]",いちごう,,"一糸一毫（いっしいちごう）
★「一糸」と「一毫」は、ごくわずかなもののたとえ。
類：一分一厘（いちぶいちりん）",＊『徳富蘇峰-吉田松陰』
E0235,2,酒を飲みながら詩を歌って楽しむ。,"[一觴]一詠・竜吟[虎嘯]
嘲風[哢月]・花鳥[諷詠]",いっしょう,,"一觴一詠（いっしょういちえい）
★「觴」は、さかずき。
★東晋の王羲之が紹興近郊の蘭亭で上巳の日に同好の士と曲水の宴を催し、酒を飲み詩を作って楽しんだ故事から。
類：一詠一觴（いちえいいっしょう）",＊『王羲之-蘭亭集序』
E0236,2,優れた詩文に対する賛辞。,"[韋編]三絶・朱墨[爛然]
一字[褒貶]・[一倡]三歎",いっしょう,,"一倡三歎／一唱三歎／一倡三嘆／一唱三嘆（いっしょうさんたん）
★もとは天子の祖先を祀る宗廟の祭に音楽を奏で、一人がうたえば三人がそれに和してうたったことをいう。
類：一読三嘆（いちどくさんたん）",＊『礼記-楽記』
E0237,2,ある時代に大いに流行すること。,"一世[風靡]・[衍曼]流爛
[草偃]風従・衆賢[茅茹]",ふうび,,"一世風靡（いっせいふうび）
★風が吹き草木がそれに靡(ﾅﾋﾞ)くようにその時代の沢山の人が従うこと。",＊『不明』
E0238,2,異民族の称。,"狐裘[蒙戎]・夷蛮[戎狄]
魯魚[亥豕]・胡漢[陵轢]",じゅうてき,,"夷蛮戎狄（いばんじゅうてき）
★東夷・西戎・南蛮・北狄の略で、それぞれその方角の異民族の称。",＊『礼記-王制』
E0239,2,活気が衰え進展がなくなること。,"[佇思]停機・[萎靡]沈滞
釈根[灌枝]・風声[鶴唳]",いび,,"萎靡沈滞／委靡沈滞（いびちんたい）
★草木が萎れ、水流がよどむ意。",＊『獅子文六-てんやわんや』
E0240,2,珍しく風変わりな話。,"異聞[奇譚]・滑稽[洒脱]
[郢書]燕説・造言[蜚語]",きたん,,"異聞奇譚（いぶんきたん）
★「異聞」は、珍聞･奇聞に同じ。
★「奇譚」は、奇談に同じ。
類：珍聞奇聞（ちんぶんきぶん）",＊『夏目漱石-趣味の遺伝』
E0241,2,異質なもの同士が通じ合う。,"異類[無礙]・迂疎[空闊]
人心[収攬]・栄諧[伉儷]",むげ,,"異類無礙／異類無碍（いるいむげ）
★「無礙」は、妨げるものがない意。
★仏教語で、火と水のような異質なものが、差し障りなく通じることをいう。",＊『不明』
E0242,2,悪事の報いがすぐさま現れること。,"[撼天]動地・桃李[成蹊]
因果[覿面]・[恩讐]分明",てきめん,,"因果覿面（いんがてきめん）
★「覿面」は、目の当たりの意。転じて、結果がすぐにあらわれること。
類：因果歴然（いんがれきぜん）
類：積悪の報い（せきあくのむくい）",＊『読本･椿説弓張月･前』
E0243,2,人を欺くための密かな悪巧み。,"[讒諂]面諛・陰謀[詭計]
[帷幄]上奏・蜂目[豺声]",きけい,,"陰謀詭計（いんぼうきけい）
★「陰謀」は、こっそりと陰で悪い計画を立てること。
★「詭計」は、人を欺く計略のこと。",＊『不明』
E0244,2,事情に昧く役に立たない。,"[得隴]望蜀・[荊棘]銅駝
[膾炙]人口・迂疎[空闊]",くうかつ,,"迂疎空闊（うそくうかつ）
★「迂疎」は、まわりくどくて実際に適しない、世事に疎いこと。
★「空闊」は、からっと開ける、広く大雑把の意から、事情に疎くなおざりなこと。",＊『不明』
E0245,2,歳月が早く過ぎ去るたとえ。,"烏兎[匆匆]・干戈[倥偬]
年災[月殃]・[渭樹]江雲",そうそう,,"烏兎匆匆／烏兔匆匆／烏兎怱怱／烏兔怱怱（うとそうそう）
★「烏兎」は、歳月、月日の意。太陽には三本足の烏が棲んでおり、月には兎が棲んでいるという古代中国の伝説による。
★「匆匆」は、あわただしいさま。
類：兎走烏飛（とそううひ）
類：烏飛兎走（うひとそう）
類：露往霜来（ろおうそうらい）",＊『西遊詩草-下･乗興』
E0246,2,地形が屈曲しながら長く続くさま。,"[粟散]辺地・[紆余]委蛇
[跋山]渉水・[槃根]錯節",うよ,,"紆余委蛇（うよいだ）
★「紆余」は、折れ曲がって長く続くさま。
★「委蛇」は、うねうね曲がるさま。
類：蜿蜒長蛇（えんえんちょうだ）",＊『司馬相如-上林賦』
E0247,2,複雑な経緯をたどること。,"[咄咄]怪事・朽木[糞牆]
[紆余]曲折・曲突[徙薪]",うよ,,"紆余曲折（うよきょくせつ）
★「紆余」は、道がくねくね曲がること。
★「曲折」は、折れ曲がること。
類：曲折浮沈（きょくせつふちん）",＊『久米邦武-米欧回覧実記･三』
E0248,2,雲や霞が遠くにたなびくさま。,"雲烟[縹渺]・[長汀]曲浦
春風[駘蕩]・[飄忽]震蕩",ひょうびょう,,"雲烟縹渺／雲煙縹渺／雲烟縹緲／雲煙縹緲／雲烟縹眇／雲煙縹眇（うんえんひょうびょう）
★「雲烟」は、雲と霞。
★「縹渺」は、遠くかすかなさま、ほのかに見えるさま、はるかに遠いさま。",＊『火宅の人』
E0249,2,僧侶が諸方を遍歴することをいう。,"[曠世]不羈・[狷介]不羈
[游雲]驚竜・雲遊[萍寄]",へいき,ひょうき,"雲遊萍寄（うんゆうへいき）
★「雲遊」は、雲のように自由に漂うこと。
★「萍寄」は、浮き草のように流れに任せて流れたり止まったりする意。
類：一所不住（いっしょふじゅう）
類：行雲流水（こううんりゅうすい）",＊『正法眼蔵-弁道話』
E0250,2,小さなことで恐れ動揺すること。,"[影駭]響震・焦頭[爛額]
驚心[動魄]・[振臂]一呼",えいがい,,"影駭響震（えいがいきょうしん）
★「影駭」は、影を見ただけで驚く意。
★「響震」は、音を聞いただけで震える意。
類：風声鶴唳（ふうせいかくれい）",＊『文選･班固-答賓戯』
E0251,2,雄々しくきびきびとした様子。,"英姿[颯爽]・[金襴]緞子
[雪魄]氷姿・終南[捷径]",さっそう,,"英姿颯爽（えいしさっそう）
★「英姿」は、立派で男らしい姿のこと。
★「颯爽」は、姿･動作などがきびきびとして気持ちが良い意。",＊『杜甫-丹青引贈曹将軍覇』
E0252,2,豪放哲人の性質。,"[越俎]代庖・英明[闊達]
[阮籍]青眼・三面[六臂]",かったつ,,"英明闊達／叡明闊達／英明豁達／叡明豁達（えいめいかったつ）
★「英明」は、才知にすぐれ事理に明るいこと。
★「闊達」は、心が広く小事にこだわらない意。
類：明朗闊達（めいろうかったつ）",＊『不明』
E0253,2,うねうねと長く続くもののたとえ。,"[舳艫]千里・[蛟竜]毒蛇
[封豕]長蛇・[蜿蜒]長蛇",えんえん,,"蜿蜿長蛇／蜿蜒長蛇／蜒蜒長蛇（えんえんちょうだ）
★「蜿蜒」は、蛇などがうねうね行くさま。
★「長蛇」は、長い蛇の意で、転じて長い列の形容。
類：紆余委蛇（うよいだ）",＊『不明』
E0254,2,非常に回りくどいこと。,"[婉曲]迂遠・[郢書]燕説
[宛転]蛾眉・雲容[烟態]",えんきょく,,"婉曲迂遠（えんきょくうえん）
★「婉曲」は、遠回しでおだやかなこと。
★「迂遠」は、まわりくどく実用に適さないこと。",＊『不明』
E0255,2,聞き飽きる。,"三月[庭訓]・[攘臂]疾言
[婉曲]迂遠・厭聞[飫聴]",よちょう,よてい,"厭聞飫聴（えんぶんよちょう／えんぶんよてい）
★「厭」と「飫」は、飽きる意。
★飽きるほど聞くということ。",＊『不明』
E0256,2,言動が穏和で、従順なさま。,"厭聞[飫聴]・[阿諛]追従
烈士[徇名]・[婉娩]聴従",えんべん,えんばん,"婉娩聴従（えんべんちょうじゅう／えんばんちょうじゅう）
★「婉娩」は、おとなしく素直なさま、しとやかなさま。
★「聴従」は、命令に従うこと。",＊『礼記-内則』
E0257,2,悪が世にはびこること。,"[衍曼]流爛・人口[膾炙]
放辟[邪侈]・縦横[無礙]",えんまん,,"衍曼流爛／衍漫流爛（えんまんりゅうらん）
★「衍曼」は、広がりはびこること。
★「流爛」は、布(ｼ)き散る、散り散りになる意。",＊『史記-司馬相如伝』
E0258,2,花が満開になって咲き乱れるさま。,"[瓊枝]玉葉・落英[繽紛]
雪萼[霜葩]・桜花[爛漫]",らんまん,,"桜花爛漫（おうからんまん）
★「爛漫」は、ここでは爛発の意で、花が見事に開く、咲き乱れること。",＊『太宰治-惜別』
E0259,2,のさばって勝手気儘に振る舞う。,"横行[跋扈]・才気[煥発]
天真[爛漫]・百花[撩乱]",ばっこ,,"横行跋扈（おうこうばっこ）
★「横行」は、勝手気ままに行動すること。
★「跋扈」は、のさばってわがままにふるまう意。
類：横行闊歩（おうこうかっぽ）
類：跳梁跋扈（ちょうりょうばっこ）
類：飛揚跋扈（ひようばっこ）",＊『不明』
E0260,2,昔のことははっきりしない。,"往事[渺茫]・虚無[縹渺]
[黜陟]幽明・浮雲[翳日]",びょうぼう,,"往事渺茫（おうじびょうぼう）
★「往事」は、昔のできごと。
★「渺茫」は、遠くはるかなさま、かすかなさま。
「往事渺茫都(ｽﾍﾞ)て夢に似たり」",＊『白居易-別元微之詩』
E0261,2,規則を私意にゆがめて悪用する。,"法界[悋気]・[矯枉]過直
[枉法]徇私・[豁達]大度",おうほう,,"枉法徇私（おうほうじゅんし）
★「枉法」は、法律をまげる意。
★「徇私」は私利にとらわれる意。
「法を枉(ﾏ)げて私に徇(ｼﾀｶﾞ)う」",＊『管子･七臣七主』
E0262,2,貧しい家のたとえ。,"[草廬]三顧・[甕牖]縄枢
鳩居[鵲巣]・篳路[藍縷]",おうゆう,,"甕牖縄枢（おうゆうじょうすう）
★「甕牖」は、一説に割れたかめの口を壁につけた窓の意。
★かめの口のように小さな丸窓と縄を枢(ﾄﾎﾞｿ:戸の開閉をする軸の所)の代わりにした家の意。
類：蓬戸甕牖（ほうこおうゆう）
類：甕牖桑枢（おうゆうそうすう）",＊『賈誼-過秦論』
E0263,2,恩には恩で、仇には仇で報いる。,"七縦[七擒]・[截断]衆流
[旗幟]鮮明・[恩讐]分明",おんしゅう,,"恩讐分明／恩讎分明（おんしゅうぶんめい）
★「讐」は、あだ、うらみの意。
★「分明」は、はっきりしていること。またはっきりさせること。",＊『呂氏童蒙訓』
E0264,2,けがれた現世を嫌って離れること。,"無余[涅槃]・厭離[穢土]
沐浴[抒溷]・[滄海]桑田",えど,,"厭離穢土（おんりえど／えんりえど）
★「厭離」は、嫌い離れる意。
★「穢土」は、けがれている国土。現世をいう。仏教の語。",＊『往生要集-序』
E0265,2,悪事を人に教導すること。,"売刀[買犢]・[鶏尸]牛従
朝憲[紊乱]・[誨淫]誨盗",かいいん,,"誨淫誨盗（かいいんかいとう）
★淫らなことや盗みを誨(ｵｼ)えるということから。
★もともと、財産があれば盗みを教えるようなものであり、女性の美貌は淫らなことを教えるようなものであるという意。
類：誨盗誨淫（かいとうかいいん）",＊『易経-繫辞･上』
E0266,2,物事の前兆のたとえ。,"[池塘]春草・[槿花]一朝
[鸞翔]鳳集・[磑風]舂雨",がいふう,,"磑風舂雨（がいふうしょうう）
★「磑」は、石臼、碾き臼。
★「舂」は、きねを持って穀物をつくこと、うすで穀物をつくこと。
★羽蟻などの群れが、ひきうすのようにぐるぐる飛び回れば風の吹く兆しで、きねで臼をつくように上に下に飛ぶ場合は雨になる兆しである。",＊『事物原始-磨鎧』
E0267,2,他国によって操られている政権。,"[北轅]適楚・人権[蹂躪]
[傀儡]政権・[濫竽]充数",かいらい,,"傀儡政権（かいらいせいけん）
★「傀儡」は、あやつり人形のこと。
★人の手先になって使われるものの意。",＊『山本夏彦-「戦前」という時代･「戦前」という時代』
E0268,2,大声をあげて笑うこと。,"侃侃[諤諤]・[呵呵]大笑
[一顰]一笑・百口[嘲謗]",かか,,"呵呵大笑（かかたいしょう）
★「呵呵」は、からからと大声で笑うさまをいう。",＊『景徳伝灯録-八』
E0269,2,人の善行を賞讃する。,"薤露[蒿里]・[一觴]一詠
[慷慨]憤激・歌功[頌徳]",しょうとく,,"歌功頌徳（かこうしょうとく）
★「歌功」は、功績をたたえて歌うこと。
★「頌徳」は、人徳の高さをほめたたえる意。
「功(ｺｳ)を歌い徳を頌(ﾀﾀ)う」",＊『揚雄-趙充国頌』
E0270,2,骨を折るばかりで功のないたとえ。,"画脂[鏤氷]・[発蹤]指示
簞食[瓢飲]・効果[覿面]",ろうひょう,,"画脂鏤氷（がしろうひょう／かくしろうひょう）
★「画脂」は、油に絵を描くこと。
★「鏤氷」は、氷に彫刻をすること。
類：凋氷画脂（ちょうひょうがし）
類：鏤氷雕朽（ろうひょうちょうきゅう）
「脂(ｱﾌﾞﾗ)に画(ｴｶﾞ)き氷に鏤(ﾁﾘﾊﾞ)む」",＊『塩鉄論-殊路』
E0271,2,心が広く物事にこだわらないさま。,"零絹[尺楮]・円滑[灑脱]
[闊達]自在・牽攣[乖隔]",かったつ,,"闊達自在／豁達自在（かったつじざい）
★「闊達」は、度量を大きいこと。
★「自在」は、なにものにもとらわれず心のままであること。
類：自由闊達（じゆうかったつ）",＊『中島敦-弟子』
E0272,2,度量が非常に大きいさま。,"低唱[浅斟]・[豁達]大度
顔厚[忸怩]・桜花[爛漫]",かったつ,,"豁達大度／闊達大度（かったつたいど）
★「豁達」と「大度」は、ともに物にこだわらない、度量が広い意。
類：寛仁大度（かんじんたいど）",＊『陸䞇-翰苑集巻十五･興元論解姜公輔状』
E0273,2,物事の中心となる大切なところ。,"発揚[蹈厲]・[瓦釜]雷鳴
画竜[点睛]・跳梁[跋扈]",てんせい,,"画竜点睛（がりょうてんせい／がりゅうてんせい）
★「睛」は、目玉のことで、物事の肝心なところの意。
★南朝梁(ﾘｮｳ)の絵の名人張僧繇(ﾁｮｳｿｳﾖｳ)が寺に竜の絵を描いたが、睛(ﾋﾄﾐ)を入れると竜が飛び去ってしまうといって、睛を描き入れなかった。それを信用しなかった人々が、無理やり睛を描き入れさせたところ、たちまち竜が天に昇ったという故事から。
類：点睛開眼（てんせいかいがん）",＊『歴代名画記』
E0274,2,戦いで忙しいこと。,"鼓舌[揺脣]・戦戦[兢兢]
干戈[倥偬]・[擲果]満車",こうそう,,"干戈倥偬（かんかこうそう）
★「干戈」は、たてとほこ。転じて戦い･戦争のこと。
★「倥偬」は、忙しい、あわただしい意。
類：倒載干戈（とうさいかんか）",＊『不明』
E0275,2,時世に恵まれず志を遂げられない。,"[哀矜]懲創・[轗軻]不遇
[蹇蹇]匪躬・[崑山]片玉",かんか,,"轗軻不遇／坎軻不遇（かんかふぐう）
★「轗軻」は、事がうまく進まない様子のことで、転じて、志を得ないことのたとえ。
★「不遇」は、不運で、相応の地位･境遇を得ていないこと。",＊『北史-文苑伝･序』
E0276,2,ゆるやかな歌や踊り。,"緩歌[縵舞]・余韻[嫋嫋]
[鳧趨]雀躍・優柔[厭飫]",まんぶ,,緩歌縵舞／緩歌慢舞（かんかまんぶ）,＊『白居易-長恨歌』
E0277,2,大喜びするたとえ。,"緩歌[縵舞]・歓喜[抃舞]
風声[鶴唳]・摩頂[放踵]",べんぶ,,"歓喜抃舞（かんきべんぶ）
★「抃舞」は、手を打って喜び舞うこと。
★喜びきわまって手を打って舞う意。
類：喜躍抃舞（きやくべんぶ）
類：歓欣鼓舞（かんきんこぶ）
類：欣喜雀躍（きんきじゃくやく）
類：手舞足踏（しゅぶそくとう）",＊『不明』
E0278,2,非常に見識が狭いこと。,"[坎軻]不遇・家鶏[野鶩]
[雕虫]篆刻・管窺[蠡測]",れいそく,,"管窺蠡測（かんきれいそく）
★「管窺」は、細い管(ｸﾀﾞ)を通して天を見ること。
★「蠡測」は、ほら貝(一説にひさご)で海の水を測ること。
★略して「管蠡(ｶﾝﾚｲ)」ともいう。
類：井底之蛙（せいていのあ）
類：管窺之見（かんきのけん）
類：区聞陬見（くぶんすうけん）
類：用管窺天（ようかんきてん）
類：坎井之蛙（かんせいのあ）
類：全豹一斑（ぜんぴょういっぱん）
「管(ｶﾝ)もて窺(ｳｶｶﾞ)い蠡(ﾚｲ)もて測(ﾊｶ)る」",＊『東方朔-答客難』
E0279,2,洞察力、観察力の鋭いさま。,"満目[荒寥]・蜂目[豺声]
眼光[炯炯]・[紫髥]緑眼",けいけい,,"眼光炯炯（がんこうけいけい）
★「眼光」は、眼の光のことだが、物事の真相を見抜く力の意もある。
★「炯炯」は、光り輝く意。
類：双眸炯炯（そうぼうけいけい）",＊『村岡素一郎-史疑･二』
E0280,2,深く恥じ入ること。,"疾言[遽色]・[姸姿]艶質
[拈華]微笑・顔厚[忸怩]",じくじ,,"顔厚忸怩（がんこうじくじ）
★「忸怩」は、心中で恥ずかしく思うこと。
★厚かましい者の顔にさえ、恥じる色が出ている意から。
「顔厚(ｶﾞﾝｺｳ)にして忸怩(ｼﾞｸｼﾞ)たる有り」",＊『書経-五子之歌』
E0281,2,月日を無為に過ごす。,"白髪[青袗]・翫歳[愒日]
[槁木]死灰・老驥[伏櫪]",かいじつ,,"翫歳愒日（がんさいかいじつ）
★「翫」と「愒」は、むさぼる意。
類：無為徒食（むいとしょく）
「歳(ﾄｼ)を翫(ﾑｻﾎﾞ)り日(ﾋ)を愒(ﾑｻﾎﾞ)る」",＊『春秋左氏伝-昭公元年』
E0282,2,才能ある者は早く衰退するたとえ。,"[槁木]死灰・甘井[先竭]
牛驥[同皁]・声名[狼藉]",せんけつ,,"甘井先竭（かんせいせんけつ）
★うまい水の出る井戸には人が群れてたちまち汲みつくしてしまうことから、なまじ才能があるばかりに他の者より早く憂き目にあうということ。
類：山木自寇（さんぼくじこう）
「甘井(ｶﾝｾｲ)、先(ﾏ)ず竭(ﾂ)く」",＊『荘子-山木』
E0283,2,悪知恵。悪だくみ。,"[六韜]三略・[典謨]訓誥
抱頭[鼠竄]・[奸智]術数",かんち,,"奸智術数／姦智術数（かんちじゅっすう）
★「奸」は、よこしまの意。
★「術数」は、計略。
類：奸智術策（かんちじゅっさく）
類：権謀術数（けんぼうじゅっすう）
類：権謀術策（けんぼうじゅっさく）",＊『不明』
E0284,2,待望していたことが実現すること。,"禍福[倚伏]・[旱天]慈雨
[玄圃]積玉・磑風[舂雨]",かんてん,,"旱天慈雨／干天慈雨（かんてんじう）
★「旱天」は、日照りが続いて雨が降らないこと。
★「慈雨」は、恵みの雨の意。
類：大旱慈雨（だいかんじう）",＊『太宰治-右大臣実朝』
E0285,2,活動のきわめて目覚ましいこと。,"開天[闢地]・[跼天]蹐地
乾端[坤倪]・[撼天]動地",かんてん,,"撼天動地（かんてんどうち）
★「撼」は、揺り動かす意。
★天地を揺り動かす意。
類：震天動地（しんてんどうち）
類：驚天動地（きょうてんどうち）
類：震天駭地（しんてんがいち）",＊『不明』
E0286,2,家が狭くみすぼらしいさま。,"[艱難]辛苦・鑿窓[啓牖]
環堵[蕭然]・[綢繆]牖戸",しょうぜん,,"環堵蕭然（かんとしょうぜん）
★「環堵」は、家の周りの垣根が、一堵四方しかないもの。狭い家をいう。
★「蕭然」は、物寂しいさま。
類：環堵之室（かんとのしつ）
類：家徒四壁（かとしへき）
「環堵蕭然、風日(ﾌｳｼﾞﾂ)を蔽(ｵｵ)わず」",＊『陶潜-五柳先生伝』
E0287,2,行き詰まって深く悩むこと。,"[艱難]辛苦・[蠹居]棊処
桑土[綢繆]・[蟄居]屛息",かんなん,,"艱難辛苦（かんなんしんく）
★「艱難」は、難儀･苦しみ･悩みの意。
★「辛苦」は、つらく苦しいこと。
★困難やつらいこと･苦しいことに遭遇して悩むこと。
類：艱難苦労（かんなんくろう）
類：千辛万苦（せんしんばんく）
類：粒粒辛苦（りゅうりゅうしんく）
類：四苦八苦（しくはっく）
類：七難八苦（しちなんはっく）
類：焦心苦慮（しょうしんくりょ）",＊『坪内逍遥-小説神髄』
E0288,2,心が捻くれて狡賢いこと。,"杯盤[狼藉]・[竜蟠]虎踞
[含飴]弄孫・[奸佞]邪智",かんねい,,"奸佞邪智／姦佞邪智（かんねいじゃち）
★「奸佞」は、心がねじけていてへつらうこと。
★「邪智」は、よこしまな考え･悪知恵の意。
類：奸佞邪心（かんねいじゃしん）
類：邪智奸佞（じゃちかんねい）",＊『太宰治-走れメロス』
E0289,2,大人物に感化されて改心すること。,"[霑体]塗足・[師曠]清耳
[鄒衍]降霜・頑廉[懦立]",だりつ,,"頑廉懦立（がんれんだりつ）
★「頑」は、欲が深いこと。
★「懦」は、意気地がない、気が弱い意。
★「廉」は、心にけがれがないこと。
★欲が深い者も改心して清廉な人となり、意気地がない者も奮起して志を立てる意。
「伯夷(ﾊｸｲ)の風(ﾌｳ)を聞く者は、頑夫(ｶﾞﾝﾌﾟ)も廉(ﾚﾝ)に、懦夫(ﾀﾞﾌ)も志を立つる有り」",＊『孟子-万章･下』
E0290,2,過ぎたことは責め立てない。,"[允文]允武・既往[不咎]
曠世[不羈]・往事[茫茫]",ふきゅう,,"既往不咎（きおうふきゅう）
★「既往」は、すんでしまったこと。過去の意。
「既往は咎(ﾄｶﾞ)めず」",＊『論語-八佾』
E0291,2,人や物などが一際卓越したさま。,"[崎嶇]坎軻・巍然[屹立]
[旌旗]堂堂・河山[帯厲]",きつりつ,,"巍然屹立（ぎぜんきつりつ）
★「巍然」は、山が高く大きいこと。
★「屹立」は、高くそびえ立つ意。
「巍然として屹立す」",＊『中島敦-幸福』
E0292,2,英才が世に用いられないこと。,"鞠躬[尽瘁]・[廓然]大公
彩鳳[随鴉]・[驥服]塩車",きふく,,"驥服塩車（きふくえんしゃ）
★「驥」は、一日に千里を走るという駿馬のこと。
★「服」は、馬車を引かせる意。
★「塩車」は、塩を運ぶ車。
★名馬が塩を積んだ車を引く意から。
類：大器小用（たいきしょうよう）
類：大材小用（たいざいしょうよう）
「驥(ｷ)、塩車(ｴﾝｼｬ)に服(ﾌｸ)す」",＊『戦国策-楚策』
E0293,2,賢者と愚者が同じ待遇をうける。,"三世[一爨]・[越鳧]楚乙
牛驥[同皁]・衆賢[茅茹]",どうそう,,"牛驥同皁（ぎゅうきどうそう）
★足の遅い牛と、千里を走る駿馬（驥）が同じ飼葉桶(ｶｲﾊﾞｵｹ)の餌を食べる意。
類：牛驥一皁（ぎゅうきいっそう）
類：牛驥共牢（ぎゅうききょうろう）
類：利鈍斉列（りどんせいれつ）
「牛驥(ｷﾞｭｳｷ)皁(ｿｳ)を同じうす」",＊『鄒陽文-於獄中上梁王書』
E0294,2,時勢の衰えた乱れた世。,"一世[風靡]・槐門[棘路]
[澆季]末世・牝鶏[晨鳴]",ぎょうき,,"澆季末世（ぎょうきまっせ）
★「澆季」と「末世」は、人心･徳目の乱れた滅亡に瀕した世をいう。
類：澆世季世（ぎょうせいきせい）
類：澆漓末代（ぎょうりまつだい）",＊『三島由紀夫-奔馬』
E0295,2,畏敬の念を抱きながらも喜ぶこと。,"[恐懼]感激・歓喜[抃舞]
[恐惶]敬白・[兢兢]業業",きょうく,,恐懼感激（きょうくかんげき）,＊『新田次郎-新田義貞･下』
E0296,2,和歌や物語などを卑しめていう。,"狂言[綺語]・花鳥[諷詠]
[浅斟]低唱・[矮子]看戯",きご,きぎょ,"狂言綺語（きょうげんきご／きょうげんきぎょ）
★「狂言」は、道理に外れた言葉。
★「綺語」は、表面だけを飾った言葉。",＊『白居易-香山寺白氏洛中集記』
E0297,2,手紙の末尾に書き添える言葉。,"狂言[綺語]・[恐惶]謹言
[夷険]一節・折檻[諫言]",きょうこう,,"恐惶謹言（きょうこうきんげん）
★「恐惶」は、恐れかしこまること。
類：恐恐謹言（きょうきょうきんげん）
類：恐惶敬白（きょうこうけいはく）",＊『明衡往来･上末』
E0298,2,限度を越えた贅沢をすること。,"[巍然]屹立・[驕奢]淫逸
宵衣[旰食]・[酒甕]飯囊",きょうしゃ,,"驕奢淫逸／驕奢淫佚（きょうしゃいんいつ）
★「驕奢」は、おごってぜいたくを欲しいままにする。
★「淫逸」は、淫らなことをすること。
類：奢侈淫逸（しゃしいんいつ）",＊『福沢諭吉-西洋事情･二』
E0299,2,眺めているだけでなにもしない。,"鶴立[企佇]・[拱手]傍観
[跛立]箕坐・[矮子]看戯",きょうしゅ,こうしゅ,"拱手傍観（きょうしゅぼうかん／こうしゅぼうかん）
★「拱手」は、もと中国の敬礼の一つで、両手を胸の前で重ねる動作。転じて、手を組んで何もしないこと。
★「傍観」は、ただかたわらで見ていること。
類：袖手傍観（しゅうしゅぼうかん）
類：冷眼傍観（れいがんぼうかん）
類：隔岸観火（かくがんかんか）
「手を拱(ｺﾏﾇ)いて傍(ｶﾀﾜ)らで観(ﾐ)る」",＊『扇谷正造-鉛筆ぐらし･デスク商売往来』
E0300,2,一致団結して物事を行うこと。,"四六[騈儷]・協心[戮力]
[並駕]斉駆・栄諧[伉儷]",りくりょく,,"協心戮力（きょうしんりくりょく）
★「協心」は、心を一つにすること。
★「戮力」は、力を戮(ｱﾜ)せること。
類：戮力同心（りくりょくどうしん）
類：戮力一心（りくりょくいっしん）
類：戮力斉心（りくりょくせいしん）
類：同心協力（どうしんきょうりょく）
類：一致団結（いっちだんけつ）
類：上下一心（しょうかいっしん）
類：戮力協心（りくりょくきょうしん）",＊『報徳記･一』
E0301,2,公明正大で恥ずべきところがない。,"[戮力]協心・顔厚[忸怩]
天宇[地廬]・仰天[不愧]",ふき,,"仰天不愧（ぎょうてんふき）
「天を仰ぎて愧(ﾊ)じず」",＊『孟子-尽心･上』
