ID,難易度,問題,解答,別答,意味
A0488,1,邏卒,らそつ,,"1.見回りの兵士。
2.明治時代の巡査の呼称。〈漢字ペディア〉"
A0489,1,大旆,たいはい,,"1.日月と昇竜･降竜とを描いた大きな旗。昔、中国で、天子または将軍が用いた。
2.堂々たる旗印。〈大辞泉〉
1.日月と昇竜･降竜を描いた大きな旗。昔、中国で天子または将軍が用いた。
2.堂々とした旗印。〈日本国語大辞典〉"
A0490,1,溘焉,こうえん,,"思いがけず急に起こること。突然のこと。多く、人の死去についていう。〈漢字ペディア〉
にわかなさま。多く、人の死去のさまにいう。〈大辞泉〉"
A0491,1,偈,げ,,"韻文体の経文。また、仏教の教えを詩の形式で表したもの。偈頌(ｹﾞｼﾞｭ)。〈漢字ペディア〉
仏語。経典中で、詩句の形式をとり、教理や仏・菩薩(ぼさつ)をほめたたえた言葉。4字、5字または7字をもって1句とし、4句から成るものが多い。頌。〈大辞泉〉"
A0492,1,膂力,りょりょく,,"背骨の力。筋肉の力。また、体力。≒腕力〈漢字ペディア〉
筋肉の力。うでの力。腕力。〈日本国語大辞典〉"
A0493,1,干戈,かんか,,"1.たてとほこ。また、武器。
2.戦争。〈漢字ペディア〉
1.盾と矛。武器。兵器。
2.戦争。
3.兵士。武力。
4.舞の名。盾と矛を持って舞う。〈漢辞海〉
1.武器。また、武力。
2.戦争。〈大辞泉〉
1.たてと、ほこと。
2.転じて、戦争の義。〈字源〉"
A0494,1,目睹,もくと,,"肉眼で見ること。自分の目で見ること。目撃。≒目覩〈日本国語大辞典〉
目で実際に見ること。目撃。〈大辞泉〉
目で実際に見る。〈漢辞海〉"
A0495,1,仏龕,ぶつがん,,"仏像などを納める厨子(ズシ)。〈漢字ペディア〉
仏像･位牌(ｲﾊｲ)などを安置しておく厨子(ｽﾞｼ)。〈大辞泉〉
1.寺。
2.仏像を納める厨子。〈漢辞海〉"
A0496,1,斃死,へいし,,"たおれて死ぬこと。のたれじに。≒斃仆〈漢字ペディア〉
倒れて死ぬ。僵死(ｷｮｳｼ)。〈漢辞海〉
のたれ死にすること。行き倒れ。〈大辞泉〉"
A0497,1,獺祭忌,だっさいき,,"正岡子規の命日。九月一九日。住まいを「獺祭書屋」と称したことから。〈漢字ペディア〉
正岡子規の忌日。9月19日。〈大辞泉〉"
A0498,1,戡定,かんてい,,"戦いに勝って、敵を平定すること。〈漢字ペディア〉
勝って乱をしずめること。平定。〈大辞泉〉"
A0499,1,駐箚,ちゅうさつ,,"外交官などが任務のためにしばらく外国に滞在すること。駐在。〈大辞泉〉
≒駐紮
1.軍隊がある場所にとどまる。駐屯。
2.官吏が任地に派遣され、滞在する。〈漢辞海〉
派遣された公務員が任地に滞在すること。≒駐在〈漢字ペディア〉"
A0500,1,疇昔,ちゅうせき,,"むかし。また、きのう。〈大辞泉〉
1.昨日。
2.先日。昔。〈漢字ペディア〉"
A0501,1,兵站,へいたん,,"軍隊の後方で支援活動にあたる連絡地点。また、その機関。〈漢辞海〉
戦場の後方にあって、車両・食糧・弾薬など軍需品の補給や輸送、また連絡の確保にあたる機関。「站」は車馬や人のとまる宿場の意。〈漢字ペディア〉"
A0502,1,別墅,べっしょ,,"本宅と離れた地に別に設けた家。別荘。〈日本国語大辞典〉
別荘。別宅。≒別第(ﾍﾞｯﾃｲ)、別業〈漢辞海〉
別荘。別邸。〈大辞泉〉"
A0503,1,岑岑,しんしん,,"頭などがずきずき痛むさま。〈大辞泉〉
ひどく痛むさま。ずきずきと痛むさま。〈漢字ペディア〉"
A0504,1,鹵獲,ろかく,,戦場で、敗北した敵から軍用品や兵器などを奪うこと。〈漢字ペディア〉
A0505,1,降冪,こうべき,,"多項式で、ある文字について、次数の大きい項から順に並べること。ax2＋bx＋cなど。⇔昇冪〈大辞泉〉
多項式で、ある文字に関して、次数の高い項から順に並んでいること。⇔昇冪、≒降羃"
A0506,1,杳,よう,,暗くてはっきりしないさま。また、事情などが明らかでないさま。〈漢字ペディア〉
A0507,1,発兌,はつだ,,"書籍や雑誌などを印刷して発行すること。〈漢字ペディア〉
書籍･新聞などを発行すること。〈大辞泉〉"
A0508,1,吶喊,とっかん,,"1.ときの声をあげること。
2.ときの声をあげて、敵陣へ突き進むこと。≒突貫〈大辞泉〉
1.大勢が大声で叫ぶこと。鬨(ﾄｷ)の声をあげること。
2.大声を発しながら、敵陣に突撃すること。≒突貫〈漢字ペディア〉"
A0509,1,猊下,げいか,,"1.高僧の敬称。また、各宗派の管長の敬称。
2.僧への書状の脇付に用いる語。
3.高僧のそば。〈漢字ペディア〉
高僧の敬称。〈漢辞海〉"
A0510,1,之繞,しんにゅう,しんにょう,"漢字の繞(ﾆｮｳ)の一。「近」「逢」などの「⻌」「辶」の称。しんにゅう。〈大辞泉〉
★之繞を掛(ｶ)ける…程度をはなはだしくする。輪を掛ける。〈大辞泉〉"
A0511,1,鳥瞰図,ちょうかんず,,"高所から地上を見おろしたように描いた図。市街･地形などを説明的に描くのに適する。鳥目絵(ﾄﾘﾒｴ)。俯瞰(ﾌｶﾝ)図。〈大辞泉〉
高所から地上を見おろしたように描いた図。転じて、全体を見渡すような広い視野をもった考え方や文章。鳥目絵(ﾄﾘﾒｴ)。俯瞰図。〈日本国語大辞典〉"
A0512,1,撥乱,はつらん,,"乱れた世の中を治めること。〈大辞泉〉
乱れた世の中を治めること。〈日本国語大辞典〉
★撥乱反正(ﾊﾝｾｲ)…乱世を治めて、正しい平和な状態に戻すこと。〈漢字ペディア〉"
A0513,1,怯懦,きょうだ,,"「怯弱」に同じ。〈漢字ペディア〉
臆病で気が弱いこと。いくじのないこと。また、そのさま。〈大辞泉〉
いくじがない。憶病で気が弱い。〈漢辞海〉"
A0514,1,剔抉,てっけつ,,"えぐり出すこと。また、悪事などをあばくこと。〈漢字ペディア〉
えぐりとる。あばきだす。〈漢辞海〉"
A0515,1,寂寞,せきばく,じゃくまく,"≒寂漠
1.ひっそりとしてもの静かなさま。
2.心が満たされず、ものさびしいさま。〈漢字ペディア〉"
A0516,1,蔬菜,そさい,,"野菜。あおもの。〈漢字ペディア〉
あおもの。≒菜蔬〈字源〉
野菜。食用にできる、あおもの。〈漢辞海〉"
A0517,1,収攬,しゅうらん,,"うまく自分の手に集めて、にぎること。〈漢字ペディア〉
人の心などをとらえて手中におさめること。〈大辞泉〉"
A0518,1,囂囂,ごうごう,きょうきょう,"人々が騒ぐさま。また、声や音がやかましいさま。〈漢字ペディア〉
口々にうるさく言いたてるさま。〈大辞泉〉
1.かまびすしいさま。
2.満足して無欲のさま。
3.空虚なさま。
4.(ｺﾞｳｺﾞｳ)おごり高ぶるさま。
5.(ｺﾞｳｺﾞｳ)多くの人が不平を訴えて憂えるさま。
6.(ｺﾞｳｺﾞｳ)うらみに思う。〈漢辞海〉"
A0519,1,呪詛,じゅそ,ずそ,"特定の人に災いがふりかかるように神仏に祈願すること。のろい。〈漢字ペディア〉
1.のろう。
2.呪文をかける。〈漢辞海〉
神仏や悪霊などに祈願して相手に災いが及ぶようにすること。のろうこと。≒呪咀〈大辞泉〉"
A0520,1,蒼氓,そうぼう,,"人々。民衆。≒蒼生、蒼民〈漢辞海〉
もろもろのたみ。≒蒼生、蒼民〈字源〉
「蒼生」に同じ。〈漢字ペディア〉
民(ﾀﾐ)。人民。蒼生。〈大辞泉〉"
A0521,1,薨去,こうきょ,,"昔、皇族や三位(ｻﾝﾐ)以上の人が死ぬこと。≒薨逝〈漢字ペディア〉
皇族または三位(ｻﾝﾐ)以上の貴人の死去すること。薨逝(ｺｳｾｲ)。〈大辞泉〉
(国)皇族及び三位以上の人の死。〈漢辞海〉"
A0522,1,鼾睡,かんすい,,"いびきをかいて眠ること。〈大辞泉〉
いびきをかきながら眠ること。〈漢字ペディア〉
★臥榻(ｶﾞﾄｳ)の側(ｶﾀﾜ)ら他人(ﾀﾆﾝ)の鼾睡を容(ｲ)れず…自分の国以外の国の独立を許すわけにはいかない。あくまでも天下を統一する意志があるというたとえ。「臥榻」は、寝台。自分の寝台のそばで大きないびきをかいているじゃま者の存在を許すことはできない意。〈故事俗信ことわざ大辞典〉"
A0523,1,懶惰,らんだ,,"おこたること。なまけてぶらぶらしていること。無精なさま。≒嬾惰〈漢字ペディア〉
めんどうくさがり、怠けること。また、そのさま。怠惰。〈大辞泉〉
ぐうたらなさま。≒懶慢〈漢辞海〉"
A0524,1,同衾,どうきん,,"同じ夜具に一緒に寝ること。特に、男女の共寝。〈漢字ペディア〉
一つの夜具に一緒に寝ること。男女関係についていうことが多い。ともね。〈大辞泉〉"
A0525,1,餞別,せんべつ,,"「餞(はなむけ)」に同じ。〈漢字ペディア〉
1.酒や食べ物を用意して酒宴を設け、旅立つ人を見送る。≒餞送、餞行
2.(国)送別の贈り物。はなむけ。〈漢辞海〉
遠方に旅行する人や転居・転任などをする人に、別れのしるしとして金品を贈ること。また、その贈り物。はなむけ。〈大辞泉〉"
A0526,1,滔滔,とうとう,,"1.水が勢いよく、盛んに流れるさま。
2.すらすらとよどみなく話すさま。
3.世間の風潮が、強い勢いである方向に流れ向かうさま。〈漢字ペディア〉
1.水がとどまることなく流れるさま。
2.次から次へとよどみなく話すさま。
3.物事が一つの方向へよどみなく流れ向かうさま。〈大辞泉〉"
A0527,1,賽,さい,,"★賽(采)の目(ﾒ)…1.さいころの各面に記された数。
………………2.さいころほどの小立方体。〈漢字ペディア〉"
A0528,1,渙発,かんぱつ,,"詔勅を、天下に広く告げ知らせること。〈漢字ペディア〉
詔勅を広く国の内外に発布すること。〈大辞泉〉
詔勅を発令する。〈漢辞海〉"
A0529,1,煥発,かんぱつ,,"火が燃えるように、輝き現れること。〈漢字ペディア〉
火が燃え出るように輝き現れること。〈大辞泉〉
1.光彩が四方に散るさま。
2.才能などが輝き現れる。〈漢辞海〉
★才気(ｻｲｷ)煥発…機転が利き、才能があふれ出ること。〈漢字ペディア〉"
A0530,1,櫛比,しっぴ,,"くしの歯のようにすきまなく並んでいること。〈漢字ペディア〉
櫛(ｸｼ)の歯のように、すきまなく並んでいること。〈大辞泉〉
くしの歯のように密に並ぶ。〈漢辞海〉"
A0531,1,贓物,ぞうぶつ,ぞうもつ,"窃盗･詐欺などで不法に侵害して手に入れた他人の財物。盗品など。≒贓品〈漢字ペディア〉
不正手段によって得た財物。≒贓品〈漢辞海〉
犯罪によって他人の財産を侵害し、手に入れた物。盗品の類。贓品。ぞうもつ。〈大辞泉〉"
A0532,1,余燼,よじん,,"1.燃え残った火。燃えさし。
2.事件･騒動などが終わったあとに、まだ残っている影響。〈漢字ペディア〉
1.火事などの、燃え残っている火。燃えさし。
2.事件などの一段落したあとに、なお残っているもの。また、その影響。〈大辞泉〉
1.もえさし。もえのこり。
2.敗残兵。戦争で生き残った者。〈漢辞海〉"
A0533,1,疱疹,ほうしん,,"皮膚に小水疱･小膿疱(ﾉｳﾎｳ)が集まってできた状態。ヘルペス。〈漢字ペディア〉
皮膚に小水疱(ｽｲﾎｳ)が群れをなして生じる状態。ヘルペスウイルスの感染によって起こり、口唇や陰部にできる単純性疱疹や帯状(ﾀｲｼﾞｮｳ)疱疹がある。ヘルペス。〈大辞泉〉"
A0534,1,宦官,かんがん,,"昔、中国などで去勢されて後宮(コウキュウ)に仕えた男の役人。〈漢字ペディア〉
1.宮廷事務を管理し、皇帝やその家族に仕えた者。去勢された男性が充てられた。宦者(ｶﾝｼﾞｬ)。宦寺。太監。寺人。中官。
2.役人。官吏。〈漢辞海〉
東洋諸国で宮廷や貴族の後宮に仕えた、去勢された男子。中国･オスマン帝国･ムガル帝国などに多かった。王や後宮に近接しているため勢力を得やすく、政治に種々の影響を及ぼした。宦者(ｶﾝｼﾞｬ)。〈大辞泉〉"
A0535,1,成蹊,せいけい,,"徳のある人のもとには自然に人が慕って集まることのたとえ。〈漢字ペディア〉
徳のある人の所には、だまっていても人が集まることのたとえ。桃李(ﾄｳﾘ)もの言わざれども下(ｼﾀ)自(ｵﾉｽﾞｶ)ら蹊(ﾐﾁ)を成す。〈大辞泉〉"
A0536,1,疼痛,とうつう,,"ずきずきとうずくように痛むこと。また、その痛み。〈漢字ペディア〉
ずきずき痛むこと。うずき。〈大辞泉〉
1.うずき痛むさま。
2.(近世語)溺愛する。〈漢辞海〉"
A0537,1,草莽,そうもう,そうぼう,"1.草むら。やぶ。
民間。在野。≒草茅〈漢字ペディア〉
1.草が茂っている所。くさむら。
2.民間。在野。〈大辞泉〉
1.草むら。
2.民間。〈漢辞海〉
★草莽の臣(ｼﾝ)…官職に就かないで、民間にとどまっている人。在野の人。また、自分をへりくだっていう語。〈大辞泉〉"
A0538,1,阿諛,あゆ,,"おもねりへつらう。≒阿諂〈漢辞海〉
顔色を見て、相手の気に入るようにふるまうこと。追従(ﾂｲｼｮｳ)。〈大辞泉〉
おべっかをつかうこと。相手の気に入るようなことを言ったり、そのような態度をとったりすること。〈日本国語大辞典〉"
A0539,1,蝟集,いしゅう,,"ハリネズミの毛のように、多くの物が一か所にあつまること。≒雲集、密集〈漢字ペディア〉
ハリネズミの毛のように、一時に一か所に、多くのものが寄り集まること。〈大辞泉〉
ハリネズミの毛のように、多くのものが一か所にごたごたと集まる。〈漢辞海〉"
A0540,1,馘首,かくしゅ,,"雇い主が雇っている人をやめさせること。首切り。解雇。免職。〈漢字ペディア〉
雇い主が使用人を辞めさせること。解雇。免職。〈大辞泉〉
1.首を切る。
2.(国)解雇する。〈漢辞海〉"
A0541,1,狷介,けんかい,,"かたくなに自分の考えを守り、人と妥協(ダキョウ)しないさま。〈漢字ペディア〉
頑固で自分の信じるところを固く守り、他人に心を開こうとしないこと。また、そのさま。片意地。〈大辞泉〉
自分を守ることにこだわり、他と協調しない。〈漢辞海〉"
A0542,1,慷慨,こうがい,,"1.世の中の不正などをいきどおり嘆くこと。
2.意気盛んなこと。〈漢字ペディア〉
≒慷愾
1.外に感情が高まり出る。
2.内に身にしみて感じ、嘆息する。
3.意気が盛んなさま。〈漢辞海〉
1.世間の悪しき風潮や社会の不正などを、怒り嘆くこと。
2.意気が盛んなこと。また、そのさま。〈大辞泉〉"
A0543,1,顚沛,てんぱい,,"1.つまずき倒れる。
2.短い間。とっさの間。〈漢字ペディア〉
つまずき倒れること。転じて、とっさの場合。つかの間。〈大辞泉〉
1.つまずき倒れる。思慮もさしはさめないほどのとっさの事態のたとえ。
2.滅亡する。なくなる。
3.困窮して、くじける。失敗する。
4.うろたえる。〈漢辞海〉"
A0544,1,勁草,けいそう,,"茎がしっかりしていて、強風にも折れない草。また、節操や意志の固い人のたとえ。〈漢字ペディア〉
風雪に耐える強い草。また、思想･節操の堅固なたとえ。〈大辞泉〉
強風にも倒れない強い草。節操の堅い人物のたとえ。〈漢辞海〉
★疾風(ｼｯﾌﾟｳ)に勁草を知(ｼ)る…困難や試練に遭遇してはじめて、その人の意志や節操の堅固さが分かるというたとえ。〈新明解故事ことわざ辞典〉"
A0545,1,団欒,だんらん,,"1.月などがまるいこと。また、まるいもの。
2.集まって車座に座ること。まどい。
3.親しい者たちが集まって楽しく時を過ごすこと。〈大辞泉〉
1.竹が美しいさま。
2.まるいさま。
3.まるい月。
4.親しい者の楽しい集い。
5.周囲をめぐる。取り巻く。
6.だんご。〈漢辞海〉
集まって楽しく語り合うこと。親しい者どうしのなごやかな会合。〈漢字ペディア〉"
A0546,1,揺籃,ようらん,,"1.「揺籠(ゆりかご)」に同じ。
2.物事が発展する最初の時期や場所。〈漢字ペディア〉
1.ゆりかご。
2.幼少期。
3.物事の初期、発祥地のたとえ。〈漢辞海〉
1.ゆりかご。
2.幼児期。また、物事が発展する初めの時期や場所。〈大辞泉〉"
A0547,1,蜃気楼,しんきろう,,"海上や砂漠で地表と空気の温度差から光が異常に屈折し、実際にはない遠方の風景などがあるように見える現象。空中楼閣。昔、この現象が大蛤(ｵｵﾊﾏｸﾞﾘ)が吐く気によって生じると考えられていたことから。≒蜃楼(ｼﾝﾛｳ)〈漢字ペディア〉
大気の下層に温度などの密度差があるとき、光の異常屈折により、地上の物体が浮き上がって見えたり、逆さまに見えたり、遠くの物体が近くに見えたりする現象。海上や砂漠で起こる。日本では富山湾で見られる。海市(ｶｲｼ)。〈大辞泉〉"
A0548,1,罹患,りかん,,"病気にかかること。≒罹病〈漢字ペディア〉
病気にかかること。罹病。〈漢辞海〉"
A0549,1,演繹,えんえき,,"≒帰納
1.一つのことから他のことへおし広げて述べること。
2.一般的な原理から特殊な原理を論理によって導き出すこと。〈漢字ペディア〉
1.一つの事柄から他の事柄へ押しひろめて述べること。
2.与えられた命題から、論理的形式に頼って推論を重ね、結論を導き出すこと。一般的な理論によって、特殊なものを推論し、説明すること。≒帰納〈大辞泉〉"
A0550,1,解纜,かいらん,,"纜(ﾄﾓﾂﾞﾅ)を解いて船が港を出ること。ふなで。≒出帆、出港、出航〈漢字ペディア〉
船が航海に出ること。ふなで。出帆。〈大辞泉〉
船のともづなを解く。出帆する。纜(ﾗﾝ)を解(ﾄ)く。〈漢辞海〉"
A0551,1,揣摩,しま,,"他人の気持ちなどを推量すること。〈大辞泉〉
1.真実を求めて、それを合致することを願う。
2.他人の気持ちを推し測る。〈漢辞海〉"
A0552,1,謳歌,おうか,,"1.声をそろえて多くの人がほめたたえること。≒礼賛、賞賛、賛美
2.恵まれた環境や状況にあることを十分に楽しむこと。〈漢字ペディア〉
1.詩に節をつけてうたう。謳吟。
2.天子の徳政などをほめたたえる。
3.(国)恵まれた境遇を楽しみ、表現する。〈漢辞海〉
1.声を合わせて歌うこと。また、その歌。
2.声をそろえて褒めたたえること。
3.恵まれた幸せを、みんなで大いに楽しみ喜び合うこと。〈大辞泉〉"
A0553,1,鸚哥,いんこ,,"オウム科の鳥のなかで、小形で羽の美しいものの総称。熱帯原産で、飼い鳥にされる。≒音呼〈漢字ペディア〉
オウム目の鳥で小型のもの。羽色があざやかで尾の長いものの総称。〈新大字典〉
インコ目の鳥の総称。また、便宜的に分けたときのオウム類以外のもの。くちばしは鉤(ｶｷﾞ)形に曲がり、羽色は鮮やかな色彩のものが多い。熱帯地方に広く分布。セキセイインコ･コンゴウインコ･ダルマインコ･ヨウムなど。〈大辞泉〉"
A0554,2,糜粥,びしゅく,,"1.薄いかゆ。
2.食物が胃の中で消化されて粥状となったもの。〈大辞林〉
かゆ。〈漢字源〉
うすいかゆ。汁(ｼﾙ)かゆ。〈漢字ペディア〉"
A0555,2,燮理,しょうり,,"1.やわらげおさめる。宰相が国をおさめること。
2.宰相のこと。〈漢字源〉
1.やわらげおさめること。調和させて整えること。
2.宰相が国を治めること。〈漢字ペディア〉"
A0556,2,屎尿,しにょう,,"大便と小便。糞尿。〈漢字ペディア〉
大便と小便。〈大辞泉〉"
A0557,2,好逑,こうきゅう,,"よい連れ合い。よい配偶者。〈大辞泉〉
よい連れ合い。≒好仇、好匹〈漢辞海〉
よい配偶者。よきつれあい。〈漢字ペディア〉"
A0558,2,牴牾,ていご,,"物事がくいちがう。〈漢字源〉
食い違う。〈字通〉
うまくかみ合わないこと。互いに、くいちがうこと。〈漢字ペディア〉"
A0559,2,稟賦,ひんぷ,,"生まれつきの性質。稟性。稟質。〈大辞泉〉
生まれつきの性質。天から授かった性質。≒稟性、稟質〈漢字ペディア〉"
A0560,2,逾邁,ゆまい,,"こえて進む。月日がどんどん過ぎ去ること。≒踰邁〈新漢和大字典〉
すぎ去る。〈字源〉
月日が過ぎ去る。消えてゆく。〈漢辞海〉"
A0561,2,姮娥,こうが,,"月の異名。〈字源〉
月中の女。〈字通〉"
A0562,2,鷦鷯,しょうりょう,,"ミソサザイの別名。〈大辞泉〉
ミソサザイの漢名。〈漢字ペディア〉
★鷦鷯深林(ｼﾝﾘﾝ)に巣(ｽ)くうも一枝(ｲｯｼ)に過(ｽ)ぎず…ミソサザイは林に巣をつくるが、必要なのはただ1本の枝である。人は自分の分に安んじるべきであるというたとえ。〈大辞泉〉
★「鷦鷯」で「みそさざい」とも読む。〈漢字ペディア〉"
A0563,2,譬喩,ひゆ,,"1.たとえ。また、たとえ話。
2.たとえる。
3.(仏)釈迦の教説を一般の人々にわかりやすく理解させるために、過去の実例を借りて説明すること。〈新漢和大字典〉
特徴がはっきりした他の似ているものを引き合いに出して、わかりやすく説明する表現方法。たとえ。たとえばなし。≒比喩〈漢字ペディア〉"
A0564,2,腋窩,えきか,えきわ,"わきの下のくぼんだ所。えきわ。〈大辞泉〉
わきのしたのくぼみ。えきわ。〈漢字ペディア〉"
A0565,2,驟雨,しゅうう,,"急にどっと降りだして、しばらくするとやんでしまう雨。にわか雨。夕立。〈大辞泉〉
突然降り出してすぐにやんでしまう雨。雷が鳴り、雷雨となるものが多い。夕立やにわか雨。〈漢字ペディア〉"
A0566,2,寤寐,ごび,,"1.目覚めることと眠ること。
2.寝てもさめても。〈漢字源〉
目がさめていることと、眠ること。寝てもさめても。〈漢字ペディア〉"
A0567,2,韃靼,だったん,,"モンゴル系部族の一。8世紀ころから東モンゴリアに現れ、のちモンゴル帝国に併合された。宋ではモンゴルを黒韃靼、トルコ系部族オングートを白韃靼と称し、明では滅亡後北方に逃れた元の遺民を韃靼と称した。タタール。〈大辞泉〉
モンゴル系の一部族。のち、モンゴル民族の総称。タタール。〈漢字ペディア〉"
A0568,2,穿鑿,せんさく,,"1.穴を掘ること。
2.細かくほじくるようにして調べること。〈漢字ペディア〉
1.穴をうがち掘ること。
2.細かなところまで根ほり葉ほりたずねること。また、むやみに憶測してとやかく言うこと。
3.綿密にどこまでも調査すること。
4.事の次第。なりゆき。〈大辞泉〉"
A0569,2,紊乱,ぶんらん,びんらん,"乱れる。〈字通〉
道理などを乱す。また、乱れる。〈新漢和大字典〉
秩序･規律･道徳などがみだれること。また、みだすこと。〈漢字ペディア〉
★「紊乱(ﾋﾞﾝﾗﾝ)」は慣用読み。"
A0570,2,警蹕,けいひつ,,"天皇や貴人の通行などのときに、声を立てて人々をかしこまらせ、先払いをすること。また、その声。「おお」「しし」「おし」「おしおし」などと言った。みさきばらい。みさきおい。けいひち。〈大辞泉〉
天子の出入りや身分の高い人の通行のとき、先払いの役の人が声をかけて路上の人々をはっとさせて静めること。〈新漢和大字典〉
天子･貴人の通行や神事の際、先払いが声を掛けて人々を静めること。また、その声。みさきおい。〈漢字ペディア〉"
A0571,2,蘭麝,らんじゃ,,"蘭の花と麝香(ｼﾞｬｺｳ:ｼﾞｬｺｳｼﾞｶの性腺分泌物)の香り。また、よい香り。〈大辞泉〉
ランの花の香りと麝香(ｼﾞｬｺｳ)の香り。転じて、よい香り。〈漢字ペディア〉"
A0572,2,蟷螂,とうろう,,"カマキリ。〈新漢和大字典〉
かまきり。〈新大字典〉
★蟷螂の斧…弱い者が非力も顧みず、強い者に無鉄砲に立ち向かっても無理なことのたとえ。カマキリ(蟷螂)が前あしを上げて大きな車の進行を止めようとする意から。〈漢字ペディア〉"
A0573,2,庭訓,ていきん,,"1.家庭教育。家庭での教訓。
2.「庭訓往来」の略。〈大辞泉〉
庭での教えの意から、家庭の教訓。家庭のしつけ。〈漢字ペディア〉"
A0574,2,觝触,ていしょく,,"≒抵触、牴触
1.さしさわること。法律などにふれること。
2.ふれたりぶつかったりすること。
3.くいちがうこと。矛盾すること。〈漢字ペディア〉
≒抵触、牴触
1.触れること。衝突すること。転じて、物事が相互に矛盾すること。
2.ある行為が法律や規則に反すること。"
A0575,2,猩猩,しょうじょう,,"1.オランウータンの別称。
2.中国の想像上の動物。サルに似るが人のような顔と足をもち、人の言葉を理解し、酒を好み顔が赤い。
3.大酒飲み。〈漢字ペディア〉"
A0576,2,裂帛,れっぱく,,"絹を引き裂くこと。また、その音。鋭い掛け声や女性のかん高い叫び声などの形容。〈漢字ペディア〉
1.きぬをさく。
2.女の悲鳴、勢いの激しい叫び声や音、ほととぎすの声などの形容。〈漢字源〉"
A0577,2,閼伽,あか,,"1.仏に手向ける水。閼伽水(ｱｶﾐｽﾞ)。閼伽の水。
2.仏前に供える水を入れる器。閼伽坏(ｱｶﾂｷ)。閼伽器。〈大辞泉〉
仏前に供える水。また、それを入れる容器。梵語(ﾎﾞﾝｺﾞ)の音訳から。〈漢字ペディア〉
★閼伽棚(ｱｶﾀﾞﾅ)…閼伽桶(ｱｶｵｹ)･閼伽坏や花などを置く棚。〈大辞泉〉"
A0578,2,縹緲,ひょうびょう,,"≒縹渺、縹眇
1.かすかに見えるさま。はっきりしないさま。
2.かぎりなく広いさま。≒渺茫(ﾋﾞｮｳﾎﾞｳ)〈漢字ペディア〉
≒縹渺、縹眇
1.かすかではっきりしないさま。
2.果てしなく広いさま。〈大辞林〉"
A0579,2,戊戌,ぼじゅつ,,十干と十二支とを組み合わせたものの第三五番目。つちのえいぬ。〈日本国語大辞典〉
A0580,2,橄欖,かんらん,,"1.カンラン科の常緑高木。中国南部原産。花は黄白色、実は楕円(ﾀﾞｴﾝ)形で蜜(ﾐﾂ)づけや塩づけにして食べる。ウオノホネヌキ。
2.オリ―ブの誤訳。〈漢字ペディア〉
カンラン科の常緑高木。実は食用になる。オリーブ。≒格覧(ｶｸﾗﾝ)〈漢辞海〉
★「橄欖」で「おりーぶ」とも読む。"
A0581,2,汨羅,べきら,,"中国湖南省北東部を流れる川。〈大辞泉〉
河川名。湖南省島北部にある。戦国楚の屈原が国事を憂慮し身を投じた。〈漢辞海〉
中国の湖南省北部を流れる川。戦国時代、楚(ｿ)の屈原(ｸﾂｹﾞﾝ)が投身自殺をした川として有名。汨羅江(ﾍﾞｷﾗｺｳ)。汨水(ﾍﾞｷｽｲ)。〈漢字ペディア〉
★汨羅の鬼･･･楚の屈原の霊。転じて、水死人のこと。〈漢字源〉"
A0582,2,己巳,きし,,十干と十二支とを組み合わせた第六番目。つちのとみ。〈日本国語大辞典〉
A0583,2,蟠踞,ばんきょ,,"1.しっかりと根を張って動かないこと。
2.広い土地に勢力を張って、そこを動かないこと。〈大辞林〉
1.とぐろを巻いてうずくまる。また、どっかあぐらをかく。
2.はばをきかせる。土地を領有して勢力をふるう。〈漢字源〉
≒盤踞
1.しっかりと根を張って動かないこと。
2.広く領地を占領して勢力をふるうこと。〈漢字ペディア〉"
A0584,2,乙亥,いつがい,おつがい,十干と十二支との組み合わせの一つ。いつがい。きのとい。〈日本国語大辞典〉
A0585,2,瓦缶,がふ,,"土焼きのほとぎ。〈字源〉
酒などを入れる、素焼きのほとぎ。〈漢字源〉
★｢缶(ﾌ)｣は常用漢字の｢缶(罐:ｶﾝ)｣とは別字。
『缶(ﾌ)･･･ほとぎ。もたい。』
『缶(罐:ｶﾝ)･･･かま。かん。』"
A0586,2,聊爾,りょうじ,,"1.かりそめ。
2.ぶしつけで失礼なさま。〈漢字ペディア〉
1.いい加減であること。考えのないこと。また、そのさま。
2.ぶしつけで失礼なこと。また、そのさま。〈大辞泉〉"
A0587,2,戊寅,ぼいん,,十干と十二支とを組み合わせたものの第一五番目。つちのえとら。〈日本国語大辞典〉
A0588,2,訓詁,くんこ,,"古い言葉の字句の意義を解釈すること。〈大辞泉〉
古典の字や句の意味を、当代のことばになおして解釈すること。〈新漢和大字典〉
古典などの古い字句の読みや意味の解釈をすること。〈漢字ペディア〉"
A0589,2,懿徳,いとく,,"1.すぐれた徳。
2.女の温厚な性格。〈漢字源〉
すぐれた徳。〈字通〉
非常にすぐれた徳。特に、女性のすぐれた品性･人格。〈漢字ペディア〉"
A0590,2,参差,しんし,,"互いに入りまじるさま。また、高低･長短などがあって、ふぞろいなさま。〈大辞泉〉
1.長短いりまじっていっしょになるさま。
2.並び連なるさま。
3.ばらばらに散らばるさま。
4.楽器の一つ。簫の底がないもの。洞簫。〈新漢和大字典〉
★参差錯落(ｻｸﾗｸ)…ふぞろいなものが入り混じっているさま。≒参差不斉〈漢字ペディア〉"
